"address","business_name","business_type","precinct","live_date","geom"
"6700 W Outer Dr","Hartford Nursing & Rehabilitation Center","Services","12.0","27/10/2018 00:00:00-04","0101000020E6100000410B09185DCC54C07841446ADA354540"
"15311 Schaefer Hwy","Sheffield Manor Nursing & Rehab Center","Residential","2.0","1/11/2018 00:00:00-04","0101000020E6100000427C60C77FCB54C0079B3A8F8A334540"
"2567 W Grand Blvd","Boulevard Temple Care Center","Residential","10.0","1/11/2018 00:00:00-04","0101000020E6100000AE8218E8DAC554C045A0FA07912E4540"
"19100 W 7 Mile Rd","Regency Heights Detroit","Residential","8.0","1/11/2018 00:00:00-04","0101000020E6100000E21E4B1FBACE54C07F2E1A321E374540"
"6250 E 7 Mile Rd","Kwik Stop Liquor","Retail","11.0","7/11/2018 00:00:00-05","0101000020E61000001C2444F982C254C0B136C64E78374540"
"5680 French Rd","Mobil","Retail","5.0","7/11/2018 00:00:00-05","0101000020E61000004D6A6803B0BF54C064E8D84125324540"
"20201 W 7 Mile Rd","Heyden Food","Retail","8.0","7/11/2018 00:00:00-05","0101000020E6100000988922A46ECF54C0FB73D190F1364540"
"8031 Gratiot Ave","Sunoco","Retail","7.0","7/11/2018 00:00:00-05","0101000020E6100000685E0EBBEFC054C079793A5794304540"
"14540 Gratiot Ave","Detroit Goodyear Supercenter","Services","9.0","8/11/2018 00:00:00-05","0101000020E6100000313F373465BE54C07EE02A4F20384540"
"12510 E 8 Mile Rd","MnM Motel","Residential","9.0","9/11/2018 00:00:00-05","0101000020E61000003B70CE88D2BF54C0D844662E70394540"
"19300 Schoolcraft","Schoolcraft Liquor","Retail","8.0","9/11/2018 00:00:00-05","0101000020E6100000B6F292FFC9CE54C0136058FE7C314540"
"12603 Livernois Ave","Wearmaster","Services","10.0","12/11/2018 00:00:00-05","0101000020E610000031CF4A5AF1C854C040F9BB77D4304540"
"1 Park Ave","David Whitney Building","Residential","3.0","12/11/2018 00:00:00-05","0101000020E61000005305A3923AC354C045D95BCAF92A4540"
"13344 W 7 Mile Rd","7 Mile Kennedy Liquor","Retail","12.0","14/11/2018 00:00:00-05","0101000020E61000004276DEC666CB54C04FB0FF3A37374540"
"14595 Livernois Ave","Detroit Tire and Auto","Services","10.0","16/11/2018 00:00:00-05","0101000020E610000037DDB243FCC854C035B39602D2324540"
"18321 W 8 Mile Rd","Citgo","Retail","8.0","16/11/2018 00:00:00-05","0101000020E6100000F44D9A0645CE54C0134548DDCE384540"
"19457 Mound Rd","Diamond Dot Liquor Shoppe","Retail","11.0","16/11/2018 00:00:00-05","0101000020E6100000F241CF66D5C254C0F48B12F417384540"
"15875 Livernois Ave","Marco's Car Wash","Services","12.0","21/11/2018 00:00:00-05","0101000020E610000069006F8104C954C08E3A3AAE46344540"
"4821 E McNichols Rd","Sunshine Treatment Institute","Services","11.0","21/11/2018 00:00:00-05","0101000020E610000040C39B3578C354C0F59D5F94A0354540"
"20441 James Couzens Fwy","Andy’s Market","Retail","8.0","21/11/2018 00:00:00-05","0101000020E61000002D5DC136E2CC54C0F44F70B1A2384540"
"5201 Alter Rd","Royal Skateland","Services","5.0","27/11/2018 00:00:00-05","0101000020E6100000280AF4893CBD54C0F2CF0CE203334540"
"1500 E Euclid St","L & W Engineering Co.","Services","3.0","28/11/2018 00:00:00-05","0101000020E61000007A51BB5F05C454C03BFBCA83F4304540"
"19645 W 8 Mile Rd","Alpha Automotive","Services","8.0","29/11/2018 00:00:00-05","0101000020E610000071CADC7C23CF54C082FFAD64C7384540"
"8406 Linwood St","Citgo","Retail","10.0","30/11/2018 00:00:00-05","0101000020E6100000340EF5BBB0C654C0931804560E2F4540"
"415 Clifford St","Philip Houze","Residential","3.0","3/12/2018 00:00:00-05","0101000020E6100000DD79E2395BC354C0EC6AF294D52A4540"
"8665 Rosa Parks Blvd","Family Foods Super Store","Retail","10.0","4/12/2018 00:00:00-05","0101000020E610000066C1C41F45C654C073D6A71C932F4540"
"8677 Rosa Parks Blvd","Fu Lin","Retail","10.0","4/12/2018 00:00:00-05","0101000020E61000000B42791F47C654C065C6DB4AAF2F4540"
"8679 Rosa Parks Blvd","Lee Beauty Supply","Retail","10.0","4/12/2018 00:00:00-05","0101000020E61000004339D1AE42C654C051BF0B5BB32F4540"
"8671 Rosa Parks Blvd","Virginia Park Community Investment Association",,"10.0","4/12/2018 00:00:00-05","0101000020E61000002B987AB53FC654C08DECF51AB72F4540"
"8055 Woodward Ave","New Center Super Market","Retail","3.0","5/12/2018 00:00:00-05","0101000020E6100000C45F9335EAC454C05D4F745DF82F4540"
"3000 E 8 Mile Rd","Sunoco","Retail","11.0","6/12/2018 00:00:00-05","0101000020E610000010B3976DA7C454C04B8FA67A32394540"
"15444 W 7 Mile Rd","Mobil","Retail","12.0","12/12/2018 00:00:00-05","0101000020E61000009D11A5BDC1CC54C0A725564623374540"
"3613 Michigan Ave","Coin-O-Matic","Services","4.0","12/12/2018 00:00:00-05","0101000020E61000004A7CEE04FBC554C020EEEA55642A4540"
"18077 Kelly Rd","Liquor Captain","Retail","9.0","18/12/2018 00:00:00-05","0101000020E61000005473B9C150BD54C08C4B55DAE2364540"
"5811 W Vernor Hwy","99 Plus Express","Retail","4.0","18/12/2018 00:00:00-05","0101000020E6100000A530EF71A6C654C0836E2F698C284540"
"12840 E 7 Mile Rd","Shorty's Liquor Store","Retail","9.0","19/12/2018 00:00:00-05","0101000020E61000002502D53F88BF54C068791EDC9D374540"
"2021 W Grand Blvd","Mobil","Retail","10.0","20/12/2018 00:00:00-05","0101000020E6100000C37FBA8102C754C054AC1A84B92D4540"
"6306 Fenkell Ave","Mobil","Retail","10.0","20/12/2018 00:00:00-05","0101000020E61000003BE466B801C954C014CE6E2D93334540"
"15230 Livernois","BP","Retail","10.0","20/12/2018 00:00:00-05","0101000020E6100000DE5A26C3F1C854C0A60D87A581334540"
"14010 E 8 Mile Rd","Frank's Auto Muffler","Services","9.0","21/12/2018 00:00:00-05","0101000020E61000007500C45DBDBE54C0D270CADC7C394540"
"8005 E Jefferson Ave","Sunoco","Retail","7.0","21/12/2018 00:00:00-05","0101000020E6100000B4CBB73EACBF54C03F56F0DB102D4540"
"232 W Grand River Ave","Louis Kamper Building","Residential","3.0","31/12/2018 00:00:00-05","0101000020E61000002A58E36C3AC354C082E2C798BB2A4540"
"1600 Woodward Ave","Grand Circus Park","Services","3.0","31/12/2018 00:00:00-05","0101000020E6100000E17A14AE47C354C053910A630B2B4540"
"1114 Washington Blvd","The Westin Book Cadillac Detroit","Residential","3.0","31/12/2018 00:00:00-05","0101000020E6100000A1D634EF38C354C05E471CB2812A4540"
"1258 Washington Blvd","Stevens Building","Residential","3.0","31/12/2018 00:00:00-05","0101000020E61000007DB262B83AC354C076172829B02A4540"
"19495 Livernois Ave","Three Thirteen","Retail","12.0","8/1/2019 00:00:00-05","0101000020E61000008FFAEB1516C954C0F1F62004E4374540"
"2835 Bagley St","Mexican Town Welcome Center","Services","4.0","9/1/2019 00:00:00-05","0101000020E6100000D15AD1E638C554C0FB03E5B67D294540"
"2835 Bagley St, Suite 100","DTE","Services","4.0","9/1/2019 00:00:00-05","0101000020E6100000A5DAA7E331C554C0A60D87A581294540"
"2835 Bagley St, Suite, 200","Secretary of State","Services","4.0","9/1/2019 00:00:00-05","0101000020E6100000613596B036C554C0F51263997E294540"
"2835 Bagley St, Suite, 600","Mexican Town Latino Cultural Center","Services","4.0","9/1/2019 00:00:00-05","0101000020E6100000DAE731CA33C554C0F4DE180280294540"
"7285 Greenfield Rd","Tim Hortons","Retail","6.0","14/1/2019 00:00:00-05","0101000020E6100000C49448A297CC54C0C154336B292C4540"
"10340 W 7 Mile Rd","Child Star Development Center","Services","12.0","15/1/2019 00:00:00-05","0101000020E61000000ABC934F8FCA54C095F430B43A374540"
"13501 Fenkell Ave","Fenkell Enterprises","Services","2.0","16/1/2019 00:00:00-05","0101000020E61000006518778368CB54C0EAAF575870334540"
"3437 Bagley St","Xochi's Gift Shop","Retail","4.0","17/1/2019 00:00:00-05","0101000020E61000009337C0CC77C554C09983A0A355294540"
"10786 Grand River Ave","U & I 12","Retail","2.0","18/1/2019 00:00:00-05","0101000020E61000006893C3279DC954C03B8A73D4D12F4540"
"17800 W 7 Mile Rd","Marathon","Retail","8.0","23/1/2019 00:00:00-05","0101000020E610000096B1A19BFDCD54C0765089EB18374540"
"8990 Grand River Ave","Michigan Barber School","Services","10.0","24/1/2019 00:00:00-05","0101000020E6100000BCEB6CC83FC854C0DD955D30B82E4540"
"6680 Michigan Ave","Garden Fresh Marketplace","Retail","4.0","25/1/2019 00:00:00-05","0101000020E610000067B5C01E13C854C0EC3191D26C2A4540"
"14444 Fenkell Ave","Marathon","Retail","2.0","6/2/2019 00:00:00-05","0101000020E61000000168942EFDCB54C0581F0F7D77334540"
"17521 Livernois Ave","Trade Winds","Retail","12.0","8/2/2019 00:00:00-05","0101000020E6100000719010E50BC954C04A42226DE3354540"
"20490 Greenfield Rd","Crystal House Motel","Residential","12.0","8/2/2019 00:00:00-05","0101000020E6100000315BB22AC2CC54C012DDB3AED1384540"
"19030 Van Dyke St","Citgo","Retail","11.0","8/2/2019 00:00:00-05","0101000020E61000005E471CB281C154C0164D672783374540"
"10001 W 8 Mile Rd","Shell","Retail","12.0","8/2/2019 00:00:00-05","0101000020E610000071A94A5B5CCA54C01E335019FF384540"
"16450 E Warren Ave","Wine Basket","Retail","5.0","12/2/2019 00:00:00-05","0101000020E6100000B345D26EF4BB54C0574277499C334540"
"215 E Grand Blvd","Mustard Tree Co-op","Residential","7.0","13/2/2019 00:00:00-05","0101000020E6100000A08B868C47C054C0A9C29FE1CD2C4540"
"17631 Grand River Ave","Sam's Appliances","Retail","8.0","14/2/2019 00:00:00-05","0101000020E6100000F645425BCECD54C0861F9C4F1D334540"
"1759 W 20th St","DSDT - A Detroit School for Digital Technology","Services","4.0","18/2/2019 00:00:00-05","0101000020E6100000A9FB00A436C554C06D1FF296AB294540"
"16866 Telegraph Rd","Telegraph Apartment","Residential","8.0","21/2/2019 00:00:00-05","0101000020E610000041F0F8F6AED154C0B77A4E7ADF344540"
"16920 Telegraph Rd","Telegraph Motel","Residential","8.0","21/2/2019 00:00:00-05","0101000020E6100000F486FBC8ADD154C0E6046D72F8344540"
"14800 Wyoming Ave","Fosters Market","Retail","10.0","22/2/2019 00:00:00-05","0101000020E61000005871AAB530CA54C059147651F4324540"
"20500 James Couzens Fwy","Cranbrook Motel","Residential","12.0","28/2/2019 00:00:00-05","0101000020E61000001BBE8575E3CC54C00ED940BAD8384540"
"410 W McNichols Rd","Dean's Party Store","Retail","12.0","1/3/2019 00:00:00-05","0101000020E61000001842CEFBFFC654C0B3EF8AE07F354540"
"4661 E Outer Dr","Conner Creek Senior Living","Residential","11.0","5/3/2019 00:00:00-05","0101000020E6100000D1E80E6267C154C01C2444F982384540"
"13015 Puritan Ave","Aldewin Rose Construction","Services","12.0","5/3/2019 00:00:00-05","0101000020E61000004EF1B8A816CB54C01A31B3CF63344540"
"20500 Greenfield Rd","Shell","Retail","12.0","8/3/2019 00:00:00-05","0101000020E6100000F7C77BD5CACC54C08509A359D9384540"
"12635 Memorial St","Ramblewood Apartments","Residential","6.0","12/3/2019 00:00:00-04","0101000020E610000097FDBAD39DCD54C02C67EF8CB6304540"
"13400 Schaefer Hwy","Metropolitan Church of God","Services","2.0","15/3/2019 00:00:00-04","0101000020E61000008A56EE0566CB54C075CAA31B61314540"
"12829 Harper Ave","Detroit Wing Spot","Retail","9.0","15/3/2019 00:00:00-04","0101000020E6100000E2CB441152BE54C06EDFA3FE7A334540"
"7100 Michigan Ave","Covenant Community Care","Services","4.0","19/3/2019 00:00:00-04","0101000020E6100000F225547078C854C0EECD6F98682A4540"
"528 E Grand Blvd","Federation of Youth Services","Services","7.0","20/3/2019 00:00:00-04","0101000020E6100000530438BD8BC054C038BA4A77D72D4540"
"13207 W McNichols Rd","JNB Market","Retail","12.0","22/3/2019 00:00:00-04","0101000020E6100000333674B33FCB54C0CEA78E554A354540"
"8844 Mack Ave","Blue Light Market","Retail","7.0","27/3/2019 00:00:00-04","0101000020E610000059A31EA2D1BF54C09A25016A6A2F4540"
"17040 E Warren Ave","Marathon","Retail","5.0","28/3/2019 00:00:00-04","0101000020E61000001633C2DB83BB54C0C9E88024EC334540"
"4663 E Outer Dr","Conner Creek Senior Living 2","Residential","11.0","1/4/2019 00:00:00-04","0101000020E6100000C634D3BD4EC154C043E7357689384540"
"3205 W McNichols Rd","Stop and Go Deli # Two","Retail","12.0","1/4/2019 00:00:00-04","0101000020E61000000937195586C854C099D4D00660354540"
"14508 Wyoming St","Super Coney Island","Retail","10.0","5/4/2019 00:00:00-04","0101000020E610000025CCB4FD2BCA54C096AFCBF09F324540"
"3636 Ewald Cir","Ewald Liquor","Retail","10.0","5/4/2019 00:00:00-04","0101000020E6100000A983BC1E4CC954C0B5A50EF27A304540"
"8919 Michigan Ave","Quality Market","Retail","4.0","8/4/2019 00:00:00-04","0101000020E6100000E5D18DB0A8C954C04E2844C0212A4540"
"2201 Fenkell St","Vedo Logistics","Services","10.0","10/4/2019 00:00:00-04","0101000020E6100000E8DEC325C7C754C033FE7DC685334540"
"1720 E State Fair","Mt. Calvary Baptist Church","Services","11.0","10/4/2019 00:00:00-04","0101000020E610000003603C8386C554C069FCC22B49384540"
"13929 Harper Ave","Metro - East Drug Treatment Corporation","Services","9.0","10/4/2019 00:00:00-04","0101000020E610000086FF740305BE54C0CEC3094CA7334540"
"2041 Puritan St","Save Up Market","Retail","12.0","10/4/2019 00:00:00-04","0101000020E61000003AB187F6B1C754C0BB6246787B344540"
"10000 Plymouth Rd","Sunoco","Retail","2.0","11/4/2019 00:00:00-04","0101000020E610000042B115342DCA54C05DC47762D62F4540"
"3342 Chicago Blvd","T&T Properties","Residential","10.0","12/4/2019 00:00:00-04","0101000020E61000008811C2A38DC754C093A7ACA6EB2F4540"
"8656 Wyoming St","Hometown Market","Retail","2.0","15/4/2019 00:00:00-04","0101000020E6100000DBDE6E490ECA54C0B328ECA2E82D4540"
"9358 Rutherford St","Alexander Court Apartments","Residential","6.0","24/4/2019 00:00:00-04","0101000020E6100000C5CA68E4F3CC54C0F8A41309A62E4540"
"15901 E Warren Ave","Nino’s Market","Retail","5.0","24/4/2019 00:00:00-04","0101000020E61000004F24986A66BC54C04C6BD3D85E334540"
"18900 Greenfield Rd","Exxon","Retail","12.0","24/4/2019 00:00:00-04","0101000020E6100000CD9541B5C1CC54C0EFA83121E6364540"
"3360 Charlevoix St","Franklin-Wright Settlements","Services","7.0","3/5/2019 00:00:00-04","0101000020E610000053E751F17FC154C0E947C329732D4540"
"12619 Linwood St","Valero Gas / Cousins One Stop Market","Retail","10.0","3/5/2019 00:00:00-04","0101000020E6100000CEC3094CA7C754C0FC19DEACC1314540"
"4241 Burlingame St","Oak Village Square Apartments","Residential","10.0","10/5/2019 00:00:00-04","0101000020E6100000823B50A73CC854C02D5C566133304540"
"459 Prentis St","Orrington Apartments","Residential","3.0","10/5/2019 00:00:00-04","0101000020E610000048A5D8D138C454C053AEF02E172D4540"
"9848 Livernois Ave","KFC","Retail","10.0","17/5/2019 00:00:00-04","0101000020E6100000838769DFDCC854C07DE9EDCF452F4540"
"17801 W 7 Mile Rd","Tax Tumblerz","Services","8.0","21/5/2019 00:00:00-04","0101000020E610000051A1BAB9F8CD54C04C4F58E201374540"
"17815 W 7 Mile Rd","Evolution Beauty Bar","Services","8.0","21/5/2019 00:00:00-04","0101000020E6100000910E0F61FCCD54C01DCBBBEA01374540"
"17825 W 7 Mile Rd","Vacant","Retail","8.0","21/5/2019 00:00:00-04","0101000020E61000006CD097DEFECD54C06A6803B001374540"
"17805 W 7 Mile Rd","Los Chapos Mexican Restaurant","Retail","8.0","21/5/2019 00:00:00-04","0101000020E6100000336E6AA0F9CD54C00B60CAC001374540"
"17807 W 7 Mile Rd","Michigan Medical Application Center","Services","8.0","21/5/2019 00:00:00-04","0101000020E6100000A98427F4FACD54C0AC5791D101374540"
"14530 W McNichols Rd","Valero","Retail","12.0","21/5/2019 00:00:00-04","0101000020E6100000C3B986191ACC54C0257497C459354540"
"9963 Gratiot Ave","Prince Liquor","Retail","7.0","24/5/2019 00:00:00-04","0101000020E61000001DCA501553C054C0763579CA6A324540"
"17750 Fenkell Ave","KFC","Retail","8.0","29/5/2019 00:00:00-04","0101000020E6100000529E7939ECCD54C0E509849D62334540"
"18610A Fenkell Ave","Humana","Services","8.0","30/5/2019 00:00:00-04","0101000020E6100000D90A9A9658CE54C09604A8A965334540"
"18610B Fenkell Ave","Oak Street Health","Services","8.0","30/5/2019 00:00:00-04","0101000020E6100000323CF6B358CE54C0D1CE691668334540"
"18612 Fenkell Ave","Nail Zone","Services","8.0","30/5/2019 00:00:00-04","0101000020E61000002C6519E258CE54C082C98D226B334540"
"18614 Fenkell Ave","Panda Chinese Restaurant","Retail","8.0","30/5/2019 00:00:00-04","0101000020E61000009701672959CE54C03F726BD26D334540"
"18616 Fenkell Ave","La Kabob Grill","Retail","8.0","30/5/2019 00:00:00-04","0101000020E61000009701672959CE54C03DD68C0C72334540"
"18602 Fenkell Ave","Kidz Kingdom","Services","8.0","30/5/2019 00:00:00-04","0101000020E61000005C1D007157CE54C0A12DE7525C334540"
"18604 Fenkell Ave","Brand liquidation","Retail","8.0","30/5/2019 00:00:00-04","0101000020E610000068B114C957CE54C07041B62C5F334540"
"18606 Fenkell Ave","Hook Me Up Clothing Store","Retail","8.0","30/5/2019 00:00:00-04","0101000020E61000001A14CD0358CE54C016C26A2C61334540"
"18608 Fenkell Ave","Super Best Beauty Supply","Retail","8.0","30/5/2019 00:00:00-04","0101000020E6100000CD76853E58CE54C0DF18028063334540"
"9041 Chalmers St","KFC","Retail","9.0","31/5/2019 00:00:00-04","0101000020E61000000055DCB8C5BD54C073B8567BD8334540"
"3785 Gratiot Ave","KFC","Retail","7.0","31/5/2019 00:00:00-04","0101000020E6100000DA03ADC090C154C0E8BE9CD9AE2E4540"
"13555 W Chicago St","Players Liquor","Retail","2.0","3/6/2019 00:00:00-04","0101000020E6100000BBF1EEC858CB54C04C8A8F4FC82E4540"
"9151 Wyoming Ave","Dairy Queen","Retail","2.0","7/6/2019 00:00:00-04","0101000020E6100000CB49287D21CA54C0295E656D532E4540"
"14390 Wyoming Ave","Jmac Tree and Debris","Services","10.0","7/6/2019 00:00:00-04","0101000020E61000001BBAD91F28CA54C0F981AB3C81324540"
"18700 Meyers Rd","Home Depot","Retail","12.0","13/6/2019 00:00:00-04","0101000020E6100000431A1538D9CA54C08BFA2477D8364540"
"5500 Trumbull Ave","Trumbull Crossing Apartments","Residential","3.0","14/6/2019 00:00:00-04","0101000020E6100000BA2C26361FC554C0F241CF66D52D4540"
"19345 W Warren Ave","Semma Liquor Store","Retail","6.0","14/6/2019 00:00:00-04","0101000020E61000001D03B2D7BBCE54C003965CC5E22B4540"
"8735 2nd Ave","Fit & Fold Laundromat","Services","3.0","18/6/2019 00:00:00-04","0101000020E6100000D5CF9B8A54C554C0821DFF0582304540"
"18525 Moross Rd","Wow Dental","Services","9.0","20/6/2019 00:00:00-04","0101000020E6100000027FF8F9EFBC54C090D8EE1EA0374540"
"2601 W Davison St","KFC","Retail","10.0","20/6/2019 00:00:00-04","0101000020E610000094A12AA6D2C754C05D3123BC3D324540"
"19444 Schoolcraft","Clark","Retail","8.0","21/6/2019 00:00:00-04","0101000020E610000014E7A8A3E3CE54C001C11C3D7E314540"
"20110 Woodward Ave","State Fair Transit Center","Services","12.0","26/6/2019 00:00:00-04","0101000020E61000006D7022FAB5C754C0BFB7E9CF7E384540"
"24760 W 7 Mile Rd","Delta Sigma Theta, Detroit Alumnae Chapter","Services","8.0","26/6/2019 00:00:00-04","0101000020E6100000FFCD8B135FD254C0A0C03BF9F4364540"
"17132 Conant St","Mandee's Jazz Cafe","Services","11.0","27/6/2019 00:00:00-04","0101000020E610000014419C8713C454C0925D6919A9354540"
"18910 W 7 Mile Rd","Crown 7","Retail","8.0","28/6/2019 00:00:00-04","0101000020E610000018096D3997CE54C06494675E0E374540"
"3278 Livernois",,"Retail","4.0","17/7/2019 00:00:00-04","0101000020E6100000B56E83DA6FC754C039807EDFBF294540"
"3700 Joy Rd","Citgo","Retail","10.0","17/7/2019 00:00:00-04","0101000020E61000002D5E2C0C91C754C014268C66652F4540"
"8224 Livernois Ave","Chiko's Truck Repair","Services","10.0","19/7/2019 00:00:00-04","0101000020E6100000CDE67118CCC854C0257A19C5722D4540"
"20100 Joy Rd","Joy Liquor Palace","Retail","6.0","24/7/2019 00:00:00-04","0101000020E61000000ABABDA431CF54C074CFBA46CB2D4540"
"21350 W McNichols Rd","Riviera Motel","Residential","8.0","25/7/2019 00:00:00-04","0101000020E61000001A69A9BC1DD054C0A5BDC11726354540"
"19201 W Warren Ave","4 UR Recovery","Services","6.0","7/8/2019 00:00:00-04","0101000020E61000006F8445459CCE54C0AE9FFEB3E62B4540"
"13023 E Warren Ave","AAA Liquor","Retail","5.0","7/8/2019 00:00:00-04","0101000020E61000001EA8531EDDBD54C04BAFCDC64A324540"
"7501 E Jefferson Ave","Sheridan Place I","Residential","7.0","12/8/2019 00:00:00-04","0101000020E61000002AAA7EA5F3BF54C0E8DB82A5BA2C4540"
"7601 E Jefferson Ave","Sheridan Place II","Residential","7.0","12/8/2019 00:00:00-04","0101000020E6100000CA501553E9BF54C0C6BE64E3C12C4540"
"15100 W 7 Mile Rd","BP","Retail","12.0","14/8/2019 00:00:00-04","0101000020E610000077D7D9907FCC54C022DFA5D425374540"
"16901 W 7 Mile Rd","Exxon","Retail","8.0","14/8/2019 00:00:00-04","0101000020E6100000849F38807ECD54C0B535221807374540"
"8890 Livernois Ave","Valero","Retail","10.0","23/8/2019 00:00:00-04","0101000020E610000035B39602D2C854C0C078060DFD2D4540"
"8031 Dix St","Safeway Market","Retail","4.0","26/8/2019 00:00:00-04","0101000020E610000047020D3675C854C04E61A5828A284540"
"3917 W Vernor Hwy","Dollar Center","Retail","4.0","26/8/2019 00:00:00-04","0101000020E6100000E3A6069ACFC554C055A1815836294540"
"445 Field St","Islandview Apartments","Residential","7.0","31/8/2019 00:00:00-04","0101000020E61000006519E25817C054C0897C9752972C4540"
"6415 W  Vernor Hwy","Dollar Center","Retail","4.0","4/9/2019 00:00:00-04","0101000020E6100000C879FF1F27C754C0AEF545425B284540"
"6551 Minock St","In Memory of Community Garden","Services","6.0","6/9/2019 00:00:00-04","0101000020E61000009C31CC09DACE54C0F629C764712B4540"
"1000 Riverplace","Roberts Riverwalk Hotel","Residential","7.0","7/9/2019 00:00:00-04","0101000020E6100000D1CC936B0AC154C0C24B70EA032B4540"
"17151 W 8 Mile","BP","Retail","8.0","18/9/2019 00:00:00-04","0101000020E6100000ECC20FCEA7CD54C081B4FF01D6384540"
"3106 Bellevue St","Marketing Supply Company","Services","7.0","19/9/2019 00:00:00-04","0101000020E61000007730629F00C154C018963FDF162E4540"
"5043 E Outer Dr","Anthos Garden Apartments","Residential","11.0","24/9/2019 00:00:00-04","0101000020E6100000D76CE525FFC054C0D2C5A69542384540"
"3640 E McNichols Rd","Valero","Retail","11.0","25/9/2019 00:00:00-04","0101000020E61000003DBA111615C454C0D0251C7A8B354540"
"14234 Puritan St","State Liquor","Retail","2.0","26/9/2019 00:00:00-04","0101000020E610000004FEF0F3DFCB54C0D21C59F965344540"
"2435 Woodmere St","Shirley Apartments","Residential","4.0","30/9/2019 00:00:00-04","0101000020E6100000A9A5B915C2C854C0E78D93C2BC274540"
"11364 Kelly Rd","Chop It Up Barbershop","Services","9.0","3/10/2019 00:00:00-04","0101000020E6100000594FADBEBABD54C0D61C2098A3354540"
"6221 Brush St","Piquette Square","Residential","3.0","4/10/2019 00:00:00-04","0101000020E6100000DE59BBED42C454C0035E66D8282F4540"
"2134 Hubbard St","Melie Apartments","Residential","4.0","4/10/2019 00:00:00-04","0101000020E61000000B43E4F4F5C554C06F47382D78294540"
"18438 Van Dyke St","Ceasar's Liquor","Retail","11.0","4/10/2019 00:00:00-04","0101000020E61000009354A69883C154C0E2AFC91AF5364540"
"8594 Greenfield Rd","Unlimited Auto Sales","Retail","2.0","4/10/2019 00:00:00-04","0101000020E6100000FB3DB14E95CC54C020D3DA34B62D4540"
"12706 E Jefferson Ave","Riverside Party Store","Retail","5.0","4/10/2019 00:00:00-04","0101000020E61000000952297634BD54C0016A6AD95A2F4540"
"20201 Plymouth Rd","Plymouth Square Village","Residential","6.0","9/10/2019 00:00:00-04","0101000020E61000007863416150CF54C05930F147512F4540"
"15400 W 7 Mile Rd","Bowin Place","Residential","12.0","9/10/2019 00:00:00-04","0101000020E6100000F60B76C3B6CC54C032FFE89B34374540"
"19101 Evergreen Rd","Cambridge Towers","Residential","8.0","9/10/2019 00:00:00-04","0101000020E610000013EF004F5ACF54C00B9A965819374540"
"901 Pallister Rd","Village Center","Residential","3.0","9/10/2019 00:00:00-04","0101000020E61000007E37DDB243C554C06A334E43542F4540"
"18750 W Warren Ave","Ice Liquor","Retail","6.0","9/10/2019 00:00:00-04","0101000020E6100000D90A9A9658CE54C0E6EAC726F92B4540"
"14441 E Warren Ave","Clark","Retail","5.0","9/10/2019 00:00:00-04","0101000020E61000005089EB1857BD54C0C4E8B985AE324540"
"10832 Puritan Ave","Tiger Liquor","Retail","12.0","15/10/2019 00:00:00-04","0101000020E610000050E27327D8CA54C0F373435376344540"
"3615 W Vernor St","Cole Apartments","Residential","4.0","16/10/2019 00:00:00-04","0101000020E61000008E3C1059A4C554C0BB25396057294540"
"93 Seward St","Midtown Square Apartments","Residential","3.0","22/10/2019 00:00:00-04","0101000020E6100000B9533A58FFC454C0B49080D1E52F4540"
"11408 Greenfield Rd","Detroit Hot Wheel City","Retail","2.0","23/10/2019 00:00:00-04","0101000020E6100000446FF1F09ECC54C012329067972F4540"
"13540 E 8 Mile Rd","Detroit Hot Wheel City","Retail","9.0","23/10/2019 00:00:00-04","0101000020E6100000CE1951DA1BBF54C051FA42C879394540"
"4310 Cicotte St","Galston Apartments","Residential","4.0","24/10/2019 00:00:00-04","0101000020E61000009C1A683EE7C754C0ED65DB696B2A4540"
"1185 Clark St","Clark Apartments","Residential","4.0","25/10/2019 00:00:00-04","0101000020E6100000C32E8A1EF8C554C030DAE38574284540"
"14711 W 8 Mile Rd","Detroit Hot Wheel City","Retail","12.0","27/10/2019 00:00:00-04","0101000020E61000005359147651CC54C0D47C957CEC384540"
"11901 Gratiot Ave","A & A Party Place","Retail","9.0","27/10/2019 00:00:00-04","0101000020E610000013807F4A95BF54C0A5677A89B1344540"
"6505 Woodward Ave","Lake Trust Credit Union","Services","3.0","28/10/2019 00:00:00-04","0101000020E61000005BCEA5B8AAC454C02D93E1783E2F4540"
"1515 Springwells St","El Tijerazo","Services","4.0","28/10/2019 00:00:00-04","0101000020E61000003485CE6BECC754C0E10CFE7E31274540"
"641 Prentis St","Woldorf Apartment","Residential","3.0","1/11/2019 00:00:00-04","0101000020E6100000085BECF659C454C0CEC5DFF6042D4540"
"633 Prentis St","Dubois Apartment","Residential","3.0","1/11/2019 00:00:00-04","0101000020E61000001B48179B56C454C0D482177D052D4540"
"15901 Schaefer Hwy","Sunoco","Retail","2.0","4/12/2019 00:00:00-05","0101000020E61000004CC2853C82CB54C013EF004F5A344540"
"512 W Grand Blvd","Barbara Apartments","Residential","4.0","15/11/2019 00:00:00-05","0101000020E6100000912C6002B7C554C0342C465D6B294540"
"3345 W McNichols","Citgo","Retail","12.0","20/11/2019 00:00:00-05","0101000020E610000006D50627A2C854C07041B62C5F354540"
