"address","business_name","business_type","precinct","live_date","geom"
"6400 W Warren Ave","Motorama","Retail","2.0","24/11/2020 00:00:00-05","0101000020E61000004B57B08D78C854C03CDA38622D2C4540"
"2660 Dickerson Ave","Wolverine Human Services","Services","5.0","8/11/2017 00:00:00-05","0101000020E61000004643C6A354BD54C08F6D197096304540"
"19934 Hoover St","Hoover Market","Retail","9.0","8/11/2017 00:00:00-05","0101000020E6100000ECA694D74AC054C0FB743C66A0384540"
"1401 Chene St","Parkview Place","Residential","7.0","8/11/2017 00:00:00-05","0101000020E6100000CEFDD5E3BEC154C016C09481032C4540"
"2205 S Schaefer Hwy","A & D Market","Retail","4.0","8/11/2017 00:00:00-05","0101000020E6100000EA40D653ABC954C0280AF4893C234540"
"8585 Greenfield Rd","City Pawn","Retail","6.0","10/11/2017 00:00:00-05","0101000020E610000025085740A1CC54C089B3226AA22D4540"
"9140 Chalmers St","Coin-O-Matic","Services","9.0","10/11/2017 00:00:00-05","0101000020E610000020F0C000C2BD54C0939048DBF8334540"
"11500 E McNichols Rd","Seven Stars Food Center","Retail","9.0","10/11/2017 00:00:00-05","0101000020E61000008141D2A755C054C05A9D9CA1B8354540"
"7155 W Vernor Hwy","BP","Retail","4.0","10/11/2017 00:00:00-05","0101000020E61000003AE8120EBDC754C0F1D8CF6229284540"
"12620 E Warren Ave","Marathon","Retail","5.0","13/11/2017 00:00:00-05","0101000020E610000092E7FA3E1CBE54C0F01989D008324540"
"3401 Riopelle St","Roma Cafe","Retail","7.0","13/11/2017 00:00:00-05","0101000020E6100000605793A7ACC254C0B1A6B228EC2C4540"
"15940 Puritan St","Lighthouse Cathedral Church","Services","8.0","6/12/2017 00:00:00-05","0101000020E6100000A435069D10CD54C09B560A815C344540"
"10041 Fenkell Ave","Medstop Pharmacy","Retail","2.0","9/1/2018 00:00:00-05","0101000020E61000007E37DDB243CA54C00EA320787C334540"
"17100 W 7 Mile Rd","Safari Drugs Pharmacy","Retail","8.0","9/1/2018 00:00:00-05","0101000020E6100000A48E8EAB91CD54C01D39D21918374540"
"17046 Harper Ave","Mobil","Retail","5.0","11/1/2018 00:00:00-05","0101000020E61000001DAED51EF6BB54C0E129E44A3D354540"
"7600 E 7 Mile Rd","Magic Dollar Super Store","Retail","11.0","11/1/2018 00:00:00-05","0101000020E6100000B3976DA7ADC154C09EB4705985374540"
"15000 E 8 Mile Rd","Sunoco","Retail","9.0","12/1/2018 00:00:00-05","0101000020E61000006A2E3718EABD54C0361FD7868A394540"
"22341 W 8 Mile Rd","Arvin Karana Real Estate LLC","Other","8.0","5/7/2022 00:00:00-04","0101000020E610000090831266DAD054C00DFD135CAC384540"
"541 Monroe St","Astoria","Retail","3.0","30/1/2018 00:00:00-05","0101000020E610000006BEA25BAFC254C03ECBF3E0EE2A4540"
"535 Monroe St","The Greek","Retail","3.0","30/1/2018 00:00:00-05","0101000020E6100000FFB27BF2B0C254C0F261F6B2ED2A4540"
"401 Monroe St","Parkrite","Services","3.0","30/1/2018 00:00:00-05","0101000020E61000001C06F357C8C254C0CD1DFD2FD72A4540"
"569 Monroe St","Wahlburgers","Retail","3.0","30/1/2018 00:00:00-05","0101000020E6100000D33252EFA9C254C0D5CDC5DFF62A4540"
"553 Monroe St","Pizza Papalis","Retail","3.0","30/1/2018 00:00:00-05","0101000020E6100000618BDD3EABC254C04FCE50DCF12A4540"
"517 Monroe St","Pappy Sports Bar","Retail","3.0","30/1/2018 00:00:00-05","0101000020E61000008CA37213B5C254C059F78F85E82A4540"
"438 Macomb St","438 Macomb Building","Services","3.0","30/1/2018 00:00:00-05","0101000020E610000089247A19C5C254C05FB4C70BE92A4540"
"573 Monroe St","Redsmoke","Retail","3.0","30/1/2018 00:00:00-05","0101000020E6100000B6679604A8C254C0D044D8F0F42A4540"
"1000 Brush St","Atheneum Hotel","Residential","3.0","30/1/2018 00:00:00-05","0101000020E61000009A249694BBC254C05517F032C32A4540"
"1216 Beaubien St","1216 Beaubien Office Building","Services","3.0","30/1/2018 00:00:00-05","0101000020E6100000AE11C138B8C254C0A52C431CEB2A4540"
"555 E Lafayette St","Greektown Casino- Hotel","Retail","3.0","30/1/2018 00:00:00-05","0101000020E6100000406B7EFCA5C254C06F490ED8D52A4540"
"11847 Livernois Ave","E & N Party Store","Retail","10.0","5/2/2018 00:00:00-05","0101000020E61000008DD0CFD4EBC854C0273108AC1C304540"
"8000 W Outer Dr","Glory Supermarket","Retail","8.0","6/2/2018 00:00:00-05","0101000020E61000004B9352D0EDCD54C04704E3E0D2354540"
"5730 Woodward Ave","Star of Woodward","Retail","3.0","6/2/2018 00:00:00-05","0101000020E6100000A67F492A53C454C05680EF366F2E4540"
"2199 Lansing St","Lansing Building","Residential","4.0","7/2/2018 00:00:00-05","0101000020E6100000200BD12170C654C0FC5580EF36294540"
"13330 E Jefferson Ave","Ace Academy","Services","5.0","13/2/2018 00:00:00-05","0101000020E61000003F3A75E5B3BC54C0018750A5662F4540"
"13332 E Jefferson Ave","Riverbend Plaza","Retail","5.0","13/2/2018 00:00:00-05","0101000020E6100000EC134031B2BC54C030D7A205682F4540"
"13334 E Jefferson Ave","Diamond Smiles Dentisty","Services","5.0","13/2/2018 00:00:00-05","0101000020E61000008E3F51D9B0BC54C089EE59D7682F4540"
"13336 E Jefferson Ave","Sutton's Health Mart Pharmacy","Retail","5.0","13/2/2018 00:00:00-05","0101000020E6100000B806B64AB0BC54C0EEB3CA4C692F4540"
"13230 E Jefferson Ave","PNC Bank","Services","5.0","13/2/2018 00:00:00-05","0101000020E61000003596B036C6BC54C0B4CC22145B2F4540"
"13210 E Jefferson Ave","Riverbend Plaza","Retail","5.0","13/2/2018 00:00:00-05","0101000020E610000032923D42CDBC54C0B66801DA562F4540"
"13214 E Jefferson Ave","Forever Young Beauty Supply","Retail","5.0","13/2/2018 00:00:00-05","0101000020E6100000BCC96FD1C9BC54C01AFA27B8582F4540"
"13200 E Jefferson Ave","O'Reilly Auto Parts","Retail","5.0","13/2/2018 00:00:00-05","0101000020E610000002452C62D8BC54C091477023652F4540"
"13310 E Jefferson Ave","Asian Nails","Services","5.0","13/2/2018 00:00:00-05","0101000020E6100000E8DB82A5BABC54C05D6E30D4612F4540"
"13314 E Jefferson Ave","Rent-A-Center","Retail","5.0","13/2/2018 00:00:00-05","0101000020E61000008FDE701FB9BC54C0396403E9622F4540"
"13316 E Jefferson Ave","H & R Block","Services","5.0","13/2/2018 00:00:00-05","0101000020E6100000C66D3480B7BC54C05649641F642F4540"
"13206 E Jefferson Ave","DPD Mini Station","Services","5.0","13/2/2018 00:00:00-05","0101000020E61000001D71C806D2BC54C00B5F5FEB522F4540"
"13222 E Jefferson Ave","Motor City Smoothie","Retail","5.0","13/2/2018 00:00:00-05","0101000020E6100000D53F8864C8BC54C055F833BC592F4540"
"13226 E Jefferson Ave","Eye Palace Express","Services","5.0","13/2/2018 00:00:00-05","0101000020E61000003562669FC7BC54C08A39083A5A2F4540"
"13240 E Jefferson Ave","Dollar Tree","Retail","5.0","13/2/2018 00:00:00-05","0101000020E6100000F6285C8FC2BC54C07D23BA675D2F4540"
"13328 E Jefferson Ave","Villa","Retail","5.0","13/2/2018 00:00:00-05","0101000020E6100000C1E44691B5BC54C0E4A1EF6E652F4540"
"13338 E Jefferson Ave","Check 'n Go","Services","5.0","13/2/2018 00:00:00-05","0101000020E6100000EE7BD45FAFBC54C09468C9E3692F4540"
"13340 E Jefferson Ave","Dynasty Chinese Food","Retail","5.0","13/2/2018 00:00:00-05","0101000020E610000053758F6CAEBC54C0AC90F2936A2F4540"
"4673 Conner St","Conner Pharmacy","Retail","5.0","16/2/2018 00:00:00-05","0101000020E61000000113B87537BE54C053211E8997314540"
"4749 Conner St","Wendy's","Retail","5.0","16/2/2018 00:00:00-05","0101000020E61000000F7D772B4BBE54C0406B7EFCA5314540"
"1503 Springwells St","Charlie’s Bar","Retail","4.0","16/2/2018 00:00:00-05","0101000020E610000024B6BB07E8C754C0EACDA8F92A274540"
"20500 Plymouth Rd","Motor City Party Store","Retail","6.0","20/2/2018 00:00:00-05","0101000020E6100000A60A462575CF54C0B7CF2A33A52F4540"
"19441 Plymouth Rd","Savaya Market Liquor Store","Retail","6.0","20/2/2018 00:00:00-05","0101000020E6100000F3C64961DECE54C0C6302768932F4540"
"12700 W 7 Mile Rd","Motor City Soul Food","Retail","12.0","22/2/2018 00:00:00-05","0101000020E6100000D9D138D4EFCA54C052D158FB3B374540"
"6251 W Vernor Hwy","Burger King","Retail","4.0","22/2/2018 00:00:00-05","0101000020E610000039454772F9C654C01E3526C45C284540"
"7850 Gratiot Ave","Wendy's","Retail","7.0","26/2/2018 00:00:00-05","0101000020E61000000ABE69FAECC054C0A721AAF067304540"
"6601 E Jefferson Ave","Wendy's","Retail","7.0","1/3/2018 00:00:00-05","0101000020E61000005649641F64C054C038BF61A2412C4540"
"14001 Livernois Ave","Wendy's","Retail","10.0","9/3/2018 00:00:00-05","0101000020E6100000406A1327F7C854C01EA4A7C821324540"
"1700 E 7 Mile Rd","Coin-O-Matic","Services","11.0","13/3/2018 00:00:00-04","0101000020E6100000147AFD497CC554C0944BE3175E374540"
"820 W McNichols Rd","Citgo","Retail","12.0","13/3/2018 00:00:00-04","0101000020E6100000CD3CB9A640C754C04E2A1A6B7F354540"
"17101 Hubbell Ave","Randolph Career and Technical Center","Services","12.0","13/3/2018 00:00:00-04","0101000020E610000098158A743FCC54C0B43A394371354540"
"9768 Grand River","Wendy's","Retail","10.0","13/3/2018 00:00:00-04","0101000020E6100000E4F736FDD9C854C055A18158362F4540"
"7635 Grand River Ave","Albano's Apollo Coney Island","Retail","10.0","19/3/2018 00:00:00-04","0101000020E61000001EFE9AAC51C754C0D57954FCDF2D4540"
"18731 Grand River","Marathon","Retail","8.0","20/3/2018 00:00:00-04","0101000020E610000004A84EAC78CE54C08B6CE7FBA9334540"
"7752 W Vernor Hwy","Southwest Detroit Business Association","Services","4.0","26/3/2018 00:00:00-04","0101000020E6100000D482177D05C854C0D908C4EBFA274540"
"7760 W Vernor Hwy","Huntington Bank","Services","4.0","26/3/2018 00:00:00-04","0101000020E61000001424B6BB07C854C027DA5548F9274540"
"7744 W Vernor Hwy","Medicina Urbana","Services","4.0","26/3/2018 00:00:00-04","0101000020E6100000CF13CFD902C854C00168942EFD274540"
"7750 W Vernor Hwy","H & R Block","Services","4.0","26/3/2018 00:00:00-04","0101000020E610000016A6EF3504C854C0F6ED2422FC274540"
"8701 W Vernor Hwy, Suite 102","COMPAS","Services","4.0","4/4/2018 00:00:00-04","0101000020E610000042B0AA5E7EC854C03483F8C08E274540"
"6170 W Vernor Hwy","Town Pharmacy","Retail","4.0","4/4/2018 00:00:00-04","0101000020E61000002D7AA702EEC654C0E82D1EDE73284540"
"10110 Fenkell Ave","Coin-O-Matic","Services","12.0","6/4/2018 00:00:00-04","0101000020E6100000E3FF8EA850CA54C0DC9F8B868C334540"
"4201 Livernois Ave","Valero","Retail","4.0","13/4/2018 00:00:00-04","0101000020E61000009E5F94A0BFC754C0399B8E006E2A4540"
"5296 Tireman St","Greater Apostolic Church","Services","10.0","16/4/2018 00:00:00-04","0101000020E6100000CB30EE06D1C754C04C89247A192D4540"
"10544 Fenkell Ave","Starlight Liquor Store","Retail","12.0","10/5/2018 00:00:00-04","0101000020E6100000378DEDB5A0CA54C0FEF0F3DF83334540"
"501 Monroe St","Delmar","Retail","3.0","11/5/2018 00:00:00-04","0101000020E61000003D9E961FB8C254C0A8C821E2E62A4540"
"400 Monroe St","400 Monroe & Associates","Services","3.0","11/5/2018 00:00:00-04","0101000020E61000003866D993C0C254C014799274CD2A4540"
"11711 Woodward Ave","Coin-O-Matic","Services","10.0","15/5/2018 00:00:00-04","0101000020E6100000A9BC1DE1B4C554C083C0CAA145324540"
"21201 W 8 Mile Rd","Super Dollar Center","Retail","8.0","17/5/2018 00:00:00-04","0101000020E6100000402FDCB930D054C0DEC9A7C7B6384540"
"14700 E 8 Mile Rd","JZ Motel & Suites","Residential","9.0","21/5/2018 00:00:00-04","0101000020E6100000BB9A3C6535BE54C0B7442E3883394540"
"9309 Hubbell St","Ryan's Hubbell Auto Parts","Retail","2.0","23/5/2018 00:00:00-04","0101000020E61000008D2782380FCC54C0F5BEF1B5672E4540"
"19500 W McNichols","Perfect Cleaners","Services","8.0","24/5/2018 00:00:00-04","0101000020E610000073F56393FCCE54C06B10E6762F354540"
"19522 W McNichols, Suite A","JC Top Performance (fitness center)","Services","8.0","24/5/2018 00:00:00-04","0101000020E61000009850C1E105CF54C03B8C497F2F354540"
"19522 W McNichols, Suite C","Borderline Salon","Services","8.0","24/5/2018 00:00:00-04","0101000020E6100000171230BABCCD54C07C7BD7A02F354540"
"19522 W McNichols, Suite E","Detroit Healing Hands","Services","8.0","24/5/2018 00:00:00-04","0101000020E6100000295FD04202CF54C03B8C497F2F354540"
"19522 W McNichols, Suite F","vacant","Retail","8.0","24/5/2018 00:00:00-04","0101000020E6100000A69A594B01CF54C03B8C497F2F354540"
"20451 W 8 Mile Rd","Central Market","Retail","8.0","28/5/2018 00:00:00-04","0101000020E6100000492F6AF7ABCF54C0D4D4B2B5BE384540"
"8100 E Forest Ave","Liberty Liquor","Retail","7.0","30/5/2018 00:00:00-04","0101000020E6100000A070766B99C054C0A646E867EA2F4540"
"2001 Woodward Ave","Foxtown Market","Retail","3.0","1/6/2018 00:00:00-04","0101000020E61000000685419946C354C071E481C8222B4540"
"17617 Plymouth Rd","Greater Love Tabernacle","Services","6.0","8/6/2018 00:00:00-04","0101000020E610000068D0D03FC1CD54C0574277499C2F4540"
"7451 Gratiot Ave","Boost Mobile","Services","7.0","10/6/2018 00:00:00-04","0101000020E610000082E49D4319C154C02A52616C21304540"
"20211 Greenfield Rd","Coin-O-Matic","Services","8.0","11/6/2018 00:00:00-04","0101000020E6100000AE9CBD33DACC54C0E816BA1281384540"
"5602 W Vernor Hwy","State Farm Insurance","Services","4.0","19/6/2018 00:00:00-04","0101000020E6100000D8648D7A88C654C0F9F5436CB0284540"
"8000 W Warren Ave","Popas Auto Sales","Retail","2.0","22/6/2018 00:00:00-04","0101000020E6100000187B2FBE68C954C0261AA4E0292C4540"
"15491 Maddelein St","Fisher Upper","Services","9.0","26/6/2018 00:00:00-04","0101000020E61000003483F8C08EBD54C09AE95E27F5374540"
"1565 E Lafayette St","Lafayette Foods","Retail","7.0","27/6/2018 00:00:00-04","0101000020E61000004AD05FE811C254C00E6954E0642B4540"
"1561 E Lafayette St","Lafayette Laundry","Services","7.0","27/6/2018 00:00:00-04","0101000020E610000092E7FA3E1CC254C02E01F8A7542B4540"
"12230 E 8 Mile Rd","Glory Supermarket","Retail","9.0","28/6/2018 00:00:00-04","0101000020E61000004BEA043411C054C0D7851F9C4F394540"
"16140 Joy Rd","Kasey's Beer and Wine","Retail","6.0","28/6/2018 00:00:00-04","0101000020E610000092CA147310CD54C0F52EDE8FDB2D4540"
"10649 W Chicago St","All Stars Beverage","Retail","2.0","29/6/2018 00:00:00-04","0101000020E6100000C8D2872EA8CA54C0D576137CD32E4540"
"14634 Mack Ave","Secretary of State","Services","5.0","30/6/2018 00:00:00-04","0101000020E61000005F29CB10C7BC54C02D24607479314540"
"14820 Mack Ave","Rite Aid","Retail","5.0","1/7/2018 00:00:00-04","0101000020E6100000677C5F5CAABC54C09D6340F67A314540"
"14708 Mack Ave","Aldi","Retail","5.0","3/7/2018 00:00:00-04","0101000020E610000076340EF5BBBC54C06FF607CA6D314540"
"14712 Mack Ave","Foot Locker","Retail","5.0","3/7/2018 00:00:00-04","0101000020E610000013F1D6F9B7BC54C08A73D4D171314540"
"1127 W Warren Ave","Value Pizza & Deli","Retail","3.0","9/7/2018 00:00:00-04","0101000020E6100000B40584D6C3C454C0B6F468AA272D4540"
"9000 Hayes St","Ashley's Liquor","Retail","9.0","11/7/2018 00:00:00-04","0101000020E6100000284696CCB1BD54C0556B6116DA334540"
"12341 E McNichols Rd","Little Mike's Express","Retail","9.0","11/7/2018 00:00:00-04","0101000020E6100000F6B3588AE4BF54C0B27F9E060C364540"
"18743 Joy Rd","Tony’s Auto Tech","Services","6.0","11/7/2018 00:00:00-04","0101000020E6100000D788601C5CCE54C0C11BD2A8C02D4540"
"7631 E Warren Ave","Lil Clint's Mini Mart","Retail","7.0","13/7/2018 00:00:00-04","0101000020E61000008C852172FAC054C04644317903304540"
"14638 Mack Ave","Urban Collection","Retail","5.0","18/7/2018 00:00:00-04","0101000020E6100000242BBF0CC6BC54C0E7DF2EFB75314540"
"14630 Mack Ave","Chicken Shack","Retail","5.0","18/7/2018 00:00:00-04","0101000020E610000029B4ACFBC7BC54C0FD6B79E57A314540"
"14728 Mack Ave","MetroPCS","Services","5.0","18/7/2018 00:00:00-04","0101000020E61000007FF5B86FB5BC54C0DD99098673314540"
"14732 Mack Ave","Beauty Nails","Services","5.0","18/7/2018 00:00:00-04","0101000020E6100000B66AD784B4BC54C02446CF2D74314540"
"14736 Mack Ave","Destiny Dental","Services","5.0","18/7/2018 00:00:00-04","0101000020E61000006901DA56B3BC54C07D5D86FF74314540"
"14740 Mack Ave","One Detroit Credit Union","Services","5.0","18/7/2018 00:00:00-04","0101000020E6100000408864C8B1BC54C0E7DF2EFB75314540"
"14700 Mack Ave","Detroit Police Mini Station","Services","5.0","18/7/2018 00:00:00-04","0101000020E6100000006F8104C5BC54C012DBDD0374314540"
"14640 Mack Ave","Advance America","Services","5.0","18/7/2018 00:00:00-04","0101000020E61000005F5D15A8C5BC54C0890B40A374314540"
"14642 Mack Ave","Family Dollar","Retail","5.0","18/7/2018 00:00:00-04","0101000020E610000060915F3FC4BC54C08BA71E6970314540"
"13970 Wyoming Ave","Wyoming Mini Mart","Retail","10.0","18/7/2018 00:00:00-04","0101000020E6100000EB1B98DC28CA54C087DC0C37E0314540"
"16257 Bringard Dr","LifeBuilders","Services","9.0","20/7/2018 00:00:00-04","0101000020E6100000516A2FA2EDBC54C02C0E677E35394540"
"18901 Meyers Rd","Oakpointe Senior Care and Rehab Center","Residential","12.0","26/7/2018 00:00:00-04","0101000020E6100000378C82E0F1CA54C0DA907F6610374540"
"19321 W Chicago St","St. Suzanne/Our Lady Gate of Heaven Cody Rouge Community Resource Center","Services","6.0","26/7/2018 00:00:00-04","0101000020E61000009FC728CFBCCE54C04034F3E49A2E4540"
"19439 Joy Rd","Sky Auto Sales","Retail","6.0","21/1/2022 00:00:00-05","0101000020E61000001BAF6973D6CE54C00CF5CB92C62D4540"
"23841 Grand River Ave","Thrifty Florist","Retail","8.0","30/7/2018 00:00:00-04","0101000020E610000030F0DC7BB8D154C0C9E7154F3D364540"
"8701 W Vernor Hwy, Suite 301","Living Arts","Services","4.0","30/7/2018 00:00:00-04","0101000020E610000042B0AA5E7EC854C03483F8C08E274540"
"8701 W Vernor Hwy","WAY Academy","Services","4.0","30/7/2018 00:00:00-04","0101000020E610000042B0AA5E7EC854C03483F8C08E274540"
"14628 E Jefferson Ave","Norma G's Detroit","Retail","5.0","31/7/2018 00:00:00-04","0101000020E6100000BCEB6CC83FBC54C0AEB6627FD92F4540"
"3040 E 7 Mile Rd","New Mo-Town Pharmacy","Retail","11.0","1/8/2018 00:00:00-04","0101000020E6100000C443183F8DC454C0EA5E27F565374540"
"22645 W 8 Mile Rd","Citgo","Retail","8.0","1/8/2018 00:00:00-04","0101000020E61000004F7633A31FD154C04EECA17DAC384540"
"11200 Morang Dr","Holiday House","Retail","9.0","1/8/2018 00:00:00-04","0101000020E610000090F9804067BC54C02063EE5A42364540"
"17819 W 7 Mile Rd","Mr. Corned Beef","Retail","8.0","5/8/2018 00:00:00-04","0101000020E61000009C887E6DFDCD54C0B114C95702374540"
"2690 W Boston Blvd","Edison West Apartments","Residential","10.0","7/8/2018 00:00:00-04","0101000020E61000003C1405FA44C754C02E3883BF5F304540"
"10711 W Outer Dr","Grace Refuge Chapel","Services","6.0","7/8/2018 00:00:00-04","0101000020E6100000BDE47FF277CF54C0F24410E7E1324540"
"13330 Dexter Ave","BP","Retail","10.0","7/8/2018 00:00:00-04","0101000020E6100000647616BD53C854C01348895DDB314540"
"13125 W McNichols Rd","Michigan Appliances","Services","12.0","7/8/2018 00:00:00-04","0101000020E6100000B8AD2D3C2FCB54C080D6FCF84B354540"
"13135 W McNichols Rd","Strike A Match","Services","12.0","8/8/2018 00:00:00-04","0101000020E6100000CF87670932CB54C09241EE224C354540"
"14400 E 7 Mile Rd","Valero","Retail","9.0","13/8/2018 00:00:00-04","0101000020E61000008010C99063BE54C0DA71C3EFA6374540"
"6571 Linwood St","Valero","Retail","3.0","14/8/2018 00:00:00-04","0101000020E61000004819710168C654C07BA2EBC20F2E4540"
"15525 Schoolcraft St","Clark","Retail","6.0","14/8/2018 00:00:00-04","0101000020E61000009581035ABACC54C0836BEEE87F314540"
"662 Chene St","Dollar Center","Retail","7.0","15/8/2018 00:00:00-04","0101000020E6100000C03C64CA87C154C0236937FA982B4540"
"18211 Plymouth Rd","New Providence Baptist Church","Services","6.0","17/8/2018 00:00:00-04","0101000020E610000036583849F3CD54C078B7B244672F4540"
"2760 E Jefferson Ave","Gordon Food Service","Retail","7.0","20/8/2018 00:00:00-04","0101000020E6100000A375543541C154C08FC2F5285C2B4540"
"15130 Gratiot Ave","Marathon","Retail","9.0","24/8/2018 00:00:00-04","0101000020E610000004A9143B1ABE54C002D369DD06394540"
"1266 Michigan Ave","Brooklyn Street Local","Retail","3.0","28/8/2018 00:00:00-04","0101000020E610000003249A4011C454C0EEEA5564742A4540"
"1254 Michigan Ave","PJ Lager House","Retail","3.0","28/8/2018 00:00:00-04","0101000020E6100000CAA7C7B60CC454C08200193A762A4540"
"1400 Michigan Ave","Ottava Via","Retail","3.0","28/8/2018 00:00:00-04","0101000020E610000085251E5036C454C0A60A4625752A4540"
"1460 Michigan Ave","McShane's","Retail","3.0","28/8/2018 00:00:00-04","0101000020E6100000AD872F1345C454C035971B0C752A4540"
"5000 Conner St","Villages of Parkside","Residential","5.0","30/8/2018 00:00:00-04","0101000020E610000018CC5F2173BE54C0B5C4CA68E4314540"
"14127 Linwood St","Clark","Retail","10.0","1/9/2018 00:00:00-04","0101000020E61000001A1538D906C854C079AC1919E4324540"
"18428 Grand River Ave","Grand Mercy Pharmacy","Retail","8.0","1/9/2018 00:00:00-04","0101000020E6100000613596B036CE54C0E694809884334540"
"15935 Mack Ave","Mack Mart BP","Retail","5.0","7/9/2018 00:00:00-04","0101000020E61000006571FF91E9BB54C0FA08FCE1E7314540"
"12820 Plymouth Rd","Western Liquor","Retail","2.0","7/9/2018 00:00:00-04","0101000020E6100000D0D6C1C1DECA54C0F1F09E03CB2F4540"
"2626 S Schaefer Hwy","D’s Coney Island","Retail","4.0","11/9/2018 00:00:00-04","0101000020E61000001C96067E54C954C06891ED7C3F234540"
"3411 Brush St","Chili Mustard Onions","Retail","3.0","19/9/2018 00:00:00-04","0101000020E6100000520E661360C354C09BADBCE47F2C4540"
"819 Covington Dr","811 Covington Apartments","Residential","12.0","19/9/2018 00:00:00-04","0101000020E61000004A95287B4BC754C09D2E8B89CD354540"
"20255 Grand River Ave","Coin-O-Matic","Services","8.0","19/9/2018 00:00:00-04","0101000020E6100000A41AF67B62CF54C015747B4963344540"
"1141 Holcomb St","1141 Holcomb, Eastpointe Trust Apartments","Residential","7.0","22/9/2018 00:00:00-04","0101000020E610000050E1085229BF54C022FAB5F5D32D4540"
"1152 Holcomb St","1152 Holcomb, Eastpointe Trust Apartments","Residential","7.0","22/9/2018 00:00:00-04","0101000020E610000024473A0323BF54C0D4450A65E12D4540"
"1160 Holcomb St","1160 Holcomb, Eastpointe Trust Apartments","Residential","7.0","22/9/2018 00:00:00-04","0101000020E610000064027E8D24BF54C0785E2A36E62D4540"
"1130 Holcomb St","1130 Holcomb, Eastpointe Trust Apartments","Residential","7.0","22/9/2018 00:00:00-04","0101000020E6100000DEE8633E20BF54C09C1727BEDA2D4540"
"15735 Schoolcraft Rd","Special Way Market","Retail","6.0","30/9/2018 00:00:00-04","0101000020E610000028BA2EFCE0CC54C07EE200FA7D314540"
"15170 Gratiot Ave","MBM Check Cashing","Services","9.0","3/10/2018 00:00:00-04","0101000020E6100000CB2C42B115BE54C04834812216394540"
"18149 W 7 Mile Rd","Mobil","Retail","8.0","4/10/2018 00:00:00-04","0101000020E6100000EF02250516CE54C0BEF6CC9200374540"
"12908 W 7 Mile Rd","Detroit Cabinet Manufacturing","Services","12.0","5/10/2018 00:00:00-04","0101000020E6100000DC4944F817CB54C0B9FE5D9F39374540"
"17100 Chalmers St","Camp Restore Detroit","Services","9.0","5/10/2018 00:00:00-04","0101000020E61000007632384A5EBE54C082919735B1364540"
"22222 Grand River Ave","Wendy's","Retail","8.0","9/10/2018 00:00:00-04","0101000020E6100000C1C760C5A9D054C0E964A9F57E354540"
"5201 Conner St","Omni Continuing Care","Residential","5.0","11/10/2018 00:00:00-04","0101000020E610000096B20C71ACBE54C04E97C5C4E6314540"
"12344 E 8 Mile Rd","Cheers Liquor","Retail","9.0","11/10/2018 00:00:00-04","0101000020E6100000419E5DBEF5BF54C0B119E0826C394540"
"14308 Gratiot Ave","Daily Catch Fish Market","Retail","9.0","25/10/2018 00:00:00-04","0101000020E61000001212691B7FBE54C0AFB0E07EC0374540"
"2470 Collingwood St","Life Remodeled","Services","10.0","12/10/2018 00:00:00-04","0101000020E61000008E78B29B19C754C0EDD808C4EB304540"
"12800 W McNichols Rd","Mobil","Retail","12.0","12/10/2018 00:00:00-04","0101000020E61000003F027FF8F9CA54C0BEDEFDF15E354540"
"695 E Grand Blvd","Qualicare Nursing Home","Residential","7.0","15/10/2018 00:00:00-04","0101000020E610000088BCE5EAC7C054C0C5008926502E4540"
"2055 Vinewood St","Vinewood Apartments","Residential","4.0","16/10/2018 00:00:00-04","0101000020E610000084F23E8EE6C554C0B3EF8AE07F294540"
"8910 Puritan St","Sip Sip Liquor Shop","Retail","12.0","18/10/2018 00:00:00-04","0101000020E6100000FF59F3E32FCA54C0BDFE243E77344540"
"3734 Fenkell St","Champion Tire Automotive","Services","10.0","18/10/2018 00:00:00-04","0101000020E61000006765FB90B7C854C0CD21A98592334540"
"5459 W Vernor Hwy","Alliance Catholic Credit Union","Services","4.0","18/10/2018 00:00:00-04","0101000020E61000003602F1BA7EC654C01B47ACC5A7284540"
"10047 Chalmers St","STS Market","Retail","9.0","22/10/2018 00:00:00-04","0101000020E61000000EA14ACD1EBE54C07CB60E0EF6344540"
"6011 Livernois Ave","Valero","Retail","4.0","22/10/2018 00:00:00-04","0101000020E610000086E464E256C854C03271AB20062C4540"
"17690 Joy Rd","Shell","Retail","6.0","22/10/2018 00:00:00-04","0101000020E610000026E4839ECDCD54C03752B648DA2D4540"
"300 W McNichols Rd","New Light Recovery Center","Services","12.0","24/10/2018 00:00:00-04","0101000020E610000076A565A4DEC654C09BC761307F354540"
"14300 Gratiot Ave","Hookah Orange Heads","Retail","9.0","25/10/2018 00:00:00-04","0101000020E6100000F4C473B680BE54C0D099B4A9BA374540"
"14302 Gratiot Ave","K & H Nails","Services","9.0","25/10/2018 00:00:00-04","0101000020E61000001E8CD82780BE54C064AF777FBC374540"
"14304 Gratiot Ave","Boost Mobile","Services","9.0","25/10/2018 00:00:00-04","0101000020E6100000A75B76887FBE54C0B11875ADBD374540"
"14306 Gratiot Ave","Check-N-Go","Services","9.0","25/10/2018 00:00:00-04","0101000020E6100000247D5A457FBE54C033C34659BF374540"
"1680 Michigan Ave","Detroit PAL","Services","3.0","26/10/2018 00:00:00-04","0101000020E61000004B3ACAC16CC454C0ACC77DAB752A4540"
