"record_id","street_num","street_dir","street_name","street_type","record_type","task","status","record_status_date","parcel_id","geom"
"","","","","",,"","",,,
"ANN2003-00002","14200","E","JEFFERSON","Ave","Commercial Inspection","Issue CofC","Issued","28/7/2022 00:00:00","21000354-5","0101000020E610000018F85C008EBC54C0D7CDBB5F962F4540"
"ANN2003-00017","16650","","PLYMOUTH","","Commercial Inspection","Issue CofC","Issued","23/8/2021 00:00:00","22005838-44","0101000020E61000009BA42F4876CD54C0DB00D807B42F4540"
"ANN2003-00028","15900","W","GRAND RIVER","","Commercial Inspection","Issue CofC","Issued","26/5/2021 00:00:00","22008257.","0101000020E61000002F6C594EFBCC54C01C1BEBC98C324540"
"ANN2003-00030","13327","W","SEVEN MILE","","Commercial Inspection","Issue CofC","Issued","16/11/2020 00:00:00","22015951-2","0101000020E610000011F00B1B5DCB54C0AC56861528374540"
"ANN2003-00047","3400",,"BAGLEY",,"Commercial Inspection","Issue CofC","Issued","7/7/2022 00:00:00","12000251-2","0101000020E61000005E58061872C554C048DB455266294540"
"ANN2003-00055","24201","W","SEVEN MILE","","Commercial Inspection","Issue CofC","Issued","30/8/2021 00:00:00","22016702-7","0101000020E6100000089C43F9D9D154C00B2BAC72DE364540"
"ANN2003-00070","7420","W","SEVEN MILE","","Commercial Inspection","Issue CofC","Issued","26/11/2019 00:00:00","16008820-1","0101000020E6100000CB5092425BC954C050562FEC43374540"
"ANN2003-00089","22476","W","GRAND RIVER",,"Commercial Inspection","Issue CofC","Issued","16/6/2022 00:00:00","22007801-2","0101000020E6100000AE08BB2BDDD054C0AD0E0238AA354540"
"ANN2003-00099","4105","E","MCNICHOLS",,"Commercial Inspection","Issue CofC","Issued","6/7/2022 00:00:00","13007210-6","0101000020E610000000F8FB4FF8C354C06E23707FA1354540"
"ANN2003-00102","13300","W","MCNICHOLS","","Commercial Inspection","Issue CofC","Issued","13/4/2021 00:00:00","22014122.","0101000020E61000008A6A1CC54ACB54C0EC96144B5C354540"
"ANN2003-00104","23350","W","GRAND RIVER",,"Commercial Inspection","Issue CofC","Issued","19/7/2022 00:00:00","22007788-9","0101000020E61000006817C22C3CD154C05B62E49BFA354540"
"ANN2003-00106","14321","W","MCNICHOLS","","Commercial Inspection","Issue CofC","Issued","14/9/2021 00:00:00","22012846-7","0101000020E6100000735BEE50F3CB54C0C28BAC1548354540"
"ANN2003-00113","18910","W","SEVEN MILE",,"Commercial Inspection","Issue CofC","Issued","11/2/2022 00:00:00","22017004-7","0101000020E61000000C82E17D96CE54C068978C940F374540"
"ANN2003-00120","24587","W","EIGHT MILE",,"Commercial Inspection","Issue CofC","Issued","28/3/2022 00:00:00","22019038.006L","0101000020E6100000B5A58C5A3DD254C0DE7378D59C384540"
"ANN2003-00122","9515",,"MICHIGAN AVE",,"Commercial Inspection","Issue CofC","Issued","12/5/2022 00:00:00","20004609-10","0101000020E61000009BC927BEFDC954C01EF4A809F0294540"
"ANN2003-00123","15270","","GRATIOT STE 1","","Commercial Inspection","Issue CofC","Issued","15/12/2020 00:00:00","21028445-53","0101000020E61000009FFB5B1005BE54C07B456FE542394540"
"ANN2003-00126","15130","","GRATIOT","","Commercial Inspection","Issue CofC","Issued","14/1/2020 00:00:00","21028478-80","0101000020E6100000792E108C18BE54C0F106CCEE03394540"
"ANN2003-00132","10001","W","EIGHT MILE","","Commercial Inspection","Issue CofC","Issued","17/5/2021 00:00:00","16009436-41","0101000020E6100000CFE23E835BCA54C00C698AC0FE384540"
"ANN2003-00134","10033","W","EIGHT MILE","","Commercial Inspection","Issue CofC","Issued","30/4/2019 00:00:00","16009444.","0101000020E61000003662367662CA54C0B074737301394540"
"ANN2003-00135","10100","E","EIGHT MILE","","Commercial Inspection","Issue CofC","Issued","24/9/2021 00:00:00","17005738.004","0101000020E61000005F93B6E3FFC054C0D5FAE6C8F5384540"
"ANN2003-00145","10411","W","EIGHT MILE","","Commercial Inspection","Issue CofC","Issued","26/8/2019 00:00:00","16009486.","0101000020E610000081BCB17BA3CA54C01F5A7F14FD384540"
"ANN2003-00152","4125","W","EIGHT MILE","","Commercial Inspection","Issue CofC","Issued","9/12/2021 00:00:00","02006213-7","0101000020E6100000ECD7E3E60AC954C08AD5920A0E394540"
"ANN2003-00155","3537","W","VERNOR","","Commercial Inspection","Issue CofC","Issued","22/10/2019 00:00:00","12000280.","0101000020E610000061E088EA93C554C037760BBB66294540"
"ANN2003-00156","17128","W","MCNICHOLS","","Commercial Inspection","Issue CofC","Issued","20/3/2019 00:00:00","22013889.","0101000020E6100000825E52218BCD54C018687C953C354540"
"ANN2003-00157","25875","W","OUTER DRIVE",,"Commercial Inspection","Issue CofC","Issued","16/8/2022 00:00:00","20018844-58","0101000020E61000005BD7FA29B2CA54C055769AA8B1214540"
"ANN2003-00161","11300","E","EIGHT MILE","","Commercial Inspection","Issue CofC","Issued","20/1/2021 00:00:00","17005735.003","0101000020E6100000E4602916A3C054C0CBC1603849394540"
"ANN2003-00163","11360","E","EIGHT MILE",,"Commercial Inspection","Issue CofC","Issued","14/3/2022 00:00:00","17005735.002","0101000020E61000009B9276EF92C054C0EE5CC85163394540"
"ANN2003-00167","12344","E","EIGHT MILE","","Commercial Inspection","Issue CofC","Issued","4/10/2021 00:00:00","21028400-2","0101000020E6100000D3290A1EF5BF54C00771B09F6D394540"
"ANN2003-00174","12632","E","EIGHT MILE","","Commercial Inspection","Issue CofC","Issued","22/7/2020 00:00:00","21028363-73","0101000020E610000042B189DDBABF54C0C292187272394540"
"ANN2003-00176","17720","W","WARREN","","Commercial Inspection","Issue CofC","Issued","21/12/2021 00:00:00","22000744-51","0101000020E6100000DC0E118DC6CD54C0C20D5FF4FF2B4540"
"ANN2003-00177","12711","W","EIGHT MILE","","Commercial Inspection","Issue CofC","Issued","12/3/2019 00:00:00","22018545.","0101000020E6100000A69798E700CB54C03D8CF62EF6384540"
"ANN2003-00180","12718","E","EIGHT MILE","","Commercial Inspection","Issue CofC","Issued","31/3/2020 00:00:00","21028357.","0101000020E61000008EB21435ADBF54C04E36B11075394540"
"ANN2003-00183","12744","","EIGHT MILE","","Commercial Inspection","Issue CofC","Issued","9/3/2021 00:00:00","21028351-2","0101000020E610000042B28001A5BF54C04041883D74394540"
"ANN2003-00184","12801","W","EIGHT MILE","","Commercial Inspection","Issue CofC","Issued","16/12/2021 00:00:00","22018546-50","0101000020E6100000D65AEFD009CB54C0D31FFAA9F7384540"
"ANN2003-00188","1326","E","JEFFERSON","","Commercial Inspection","Issue CofC","Issued","4/2/2020 00:00:00","05000055-8","0101000020E6100000C05FF65F25C254C0E92FF03FA62A4540"
"ANN2003-00189","19030",,"LIVERNOIS",,"Commercial Inspection","Issue CofC","Issued","15/3/2022 00:00:00","02004549-51","0101000020E61000004522E5D205C954C039112DB333374540"
"ANN2003-00192","8139","E","SEVEN MILE RD.","","Commercial Inspection","Issue CofC","Issued","24/10/2019 00:00:00","17005054-65","0101000020E6100000370FF63F63C154C0B1C5F6FF96374540"
"ANN2003-00194","3040","E","EIGHT MILE","","Commercial Inspection","Issue CofC","Issued","4/3/2020 00:00:00","13009210-2","0101000020E6100000B2D548D19FC454C0E64A2A0735394540"
"ANN2003-00200","22700","","FENKELL","","Commercial Inspection","Issue CofC","Issued","24/11/2021 00:00:00","22011154-62","0101000020E610000011A32AE704D154C0A796D0B445334540"
"ANN2004-00003","12930","E","EIGHT MILE",,"Commercial Inspection","Issue CofC","Issued","18/8/2022 00:00:00","21028327-33","0101000020E610000003571B577CBF54C07A9A554476394540"
"ANN2004-00005","13000","E","EIGHT MILE",,"Commercial Inspection","Issue CofC","Issued","18/3/2022 00:00:00","-301","0101000020E61000002F4D947775BF54C062020D1F77394540"
"ANN2004-00007","13001","W","EIGHT MILE","","Commercial Inspection","Issue CofC","Issued","15/12/2021 00:00:00","22018568-9","0101000020E6100000BE3EB9A234CB54C053F74437F4384540"
"ANN2004-00009","13109","W","EIGHT MILE",,"Commercial Inspection","Issue CofC","Issued","2/9/2022 00:00:00","22018570.","0101000020E6100000FA3E99C23FCB54C06AA1B11BF7384540"
"ANN2004-00011","1529","","BROADWAY","","Commercial Inspection","Issue CofC","Issued","9/11/2021 00:00:00","01004020.","0101000020E61000005CF35D9121C354C00E60C418FC2A4540"
"ANN2004-00015","13228","E","EIGHT MILE","","Commercial Inspection","Issue CofC","Issued","8/6/2021 00:00:00","21028301-13","0101000020E61000008935B0405BBF54C027FD240978394540"
"ANN2004-00017","13310","E","EIGHT MILE A/K/A 13310-22",,"Commercial Inspection","Issue CofC","Issued","30/3/2022 00:00:00","21028298.","0101000020E610000092E94C564BBF54C0F6C2BD1578394540"
"ANN2004-00020","13350","E","EIGHT MILE","","Commercial Inspection","Issue CofC","Issued","16/9/2019 00:00:00","21028288-9","0101000020E6100000F0E48F7241BF54C00E2E540A79394540"
"ANN2004-00029","1501","","HOLDEN","","Commercial Inspection","Issue CofC","Issued","31/3/2021 00:00:00","08001523.","0101000020E61000004AA438CA73C554C06B46C464772E4540"
"ANN2004-00031","13611","W","EIGHT MILE","","Commercial Inspection","Issue CofC","Issued","28/2/2020 00:00:00","22018585-7","0101000020E61000001D4E2CA999CB54C0E0CC4144EB384540"
"ANN2004-00033","517",,"MONROE",,"Commercial Inspection","Issue CofC","Issued","1/6/2022 00:00:00","03000193.","0101000020E61000006168746FB4C254C0F9EE3896E72A4540"
"ANN2004-00037","13641","W","EIGHT MILE","","Commercial Inspection","Issue CofC","Issued","5/12/2019 00:00:00","22018591.","0101000020E610000013B4C261A8CB54C0126B11A5F3384540"
"ANN2004-00048","15200","","EIGHT MILE","","Commercial Inspection","Issue CofC","Issued","7/4/2021 00:00:00","21028093-6","0101000020E6100000FD469B93CCBD54C0882D757C8C394540"
"ANN2004-00055","15470","E","EIGHT MILE","","Commercial Inspection","Issue CofC","Issued","22/2/2019 00:00:00","21028052-9","0101000020E6100000B2C5D54098BD54C0911560138E394540"
"ANN2004-00075","13864","E","EIGHT MILE",,"Commercial Inspection","Issue CofC","Issued","31/8/2022 00:00:00","21028232-5","0101000020E6100000F8DD74AFD7BE54C0F1CFE4AB7F394540"
"ANN2004-00078","16000","E","EIGHT MILE",,"Commercial Inspection","Issue CofC","Issued","13/7/2022 00:00:00","21027977-82","0101000020E6100000E84AF3412ABD54C000A5D54390394540"
"ANN2004-00084","201","","JOS CAMPAU","","Commercial Inspection","Issue CofC","Issued","13/12/2019 00:00:00",,
"ANN2004-00085","460","W","FORT",,"Commercial Inspection","Issue CofC","Issued","31/8/2022 00:00:00","02000178.","0101000020E61000001858AE5F52C354C071B91A0E1E2A4540"
"ANN2004-00088","14000","W","MCNICHOLS","","Commercial Inspection","Issue CofC","Issued","11/8/2021 00:00:00","22014054-5","0101000020E6100000AF6BA874C2CB54C05F8C29615B354540"
"ANN2004-00092","16433","W","EIGHT MILE",,"Commercial Inspection","Issue CofC","Issued","3/8/2022 00:00:00","22018786-91","0101000020E6100000757C270781CD54C0059A6F02D7384540"
"ANN2004-00095","449","E","CONGRESS",,"Commercial Inspection","Issue CofC","Issued","31/3/2022 00:00:00","01000142-3","0101000020E6100000A02A0EFCA2C254C092662D068F2A4540"
"ANN2004-00098","431","E","CONGRESS",,"Commercial Inspection","Issue CofC","Issued","27/5/2022 00:00:00","01000140.","0101000020E6100000D6DBEEEAA8C254C0037F0B358A2A4540"
"ANN2004-00105","18207","W","EIGHT MILE",,"Commercial Inspection","Issue CofC","Issued","7/9/2022 00:00:00","22018884-5","0101000020E610000085A420B130CE54C0CE71CB0DD3384540"
"ANN2004-00109","18401","","EIGHT MILE","","Commercial Inspection","Issue CofC","Issued","31/8/2021 00:00:00","22018908-10","0101000020E6100000CAFB3D0B53CE54C065DE4CB2D0384540"
"ANN2004-00123","712","","CASS","","Commercial Inspection","Issue CofC","Issued","12/3/2019 00:00:00","02000184.","0101000020E6100000C993ADF93EC354C0EEB21D8D312A4540"
"ANN2004-00125","19801","W","EIGHT MILE",,"Commercial Inspection","Issue CofC","Issued","16/8/2022 00:00:00","22018990-5","0101000020E61000000C6BD0B941CF54C089D34BF8C5384540"
"ANN2004-00126","19841","W","EIGHT MILE","","Commercial Inspection","Issue CofC","Issued","8/2/2021 00:00:00","22018996-9001","0101000020E61000009F9B86DF49CF54C059B5BDBEC5384540"
"ANN2004-00129","20041","W","EIGHT MILE",,"Commercial Inspection","Issue CofC","Issued","4/8/2022 00:00:00","22019005.","0101000020E6100000EE39313565CF54C0CDE42AB0C4384540"
"ANN2004-00130","20101","W","EIGHT MILE","","Commercial Inspection","Issue CofC","Issued","25/6/2019 00:00:00","22019006-8","0101000020E610000005C1592F6CCF54C05A8FE326C4384540"
"ANN2004-00134","20401","W","EIGHT MILE",,"Commercial Inspection","Issue CofC","Issued","18/7/2022 00:00:00","22019024.002L","0101000020E610000035CBD661A6CF54C04E26DB65C0384540"
"ANN2004-00140","21201",,"EIGHT MILE",,"Commercial Inspection","Issue CofC","Issued","16/3/2022 00:00:00","22019029.003","0101000020E6100000F404059C30D054C00B023674B7384540"
"ANN2004-00142","14070",,"EIGHT MILE",,"Commercial Inspection","Issue CofC","Issued","18/4/2022 00:00:00","21028190-6","0101000020E6100000844E44AD9FBE54C027D7E8F07E394540"
"ANN2004-00144","14150","E","EIGHT MILE",,"Commercial Inspection","Issue CofC","Issued","15/3/2022 00:00:00","21028173-9","0101000020E6100000D3EED55B8ABE54C0B20D061881394540"
"ANN2004-00154","14239","","EIGHT MILE","","Commercial Inspection","Issue CofC","Issued","12/7/2021 00:00:00","22018622.","0101000020E6100000592BA49BF4CB54C097B0DC2AF0384540"
"ANN2004-00162","2906",,"CASS",,"Commercial Inspection","Issue CofC","Issued","9/3/2022 00:00:00","02002061.","0101000020E6100000692B6CA6BDC354C0457244A2CC2B4540"
"ANN2004-00164","14601","W","EIGHT MILE",,"Commercial Inspection","Issue CofC","Issued","3/5/2022 00:00:00","22018640-4","0101000020E61000007EEFF9883ACC54C02688F403EA384540"
"ANN2004-00166","14617","","EIGHT MILE","","Commercial Inspection","Issue CofC","Issued","24/11/2021 00:00:00","22018640-4","0101000020E6100000EBD1FADF3ACC54C0D590EDDFE9384540"
"ANN2004-00167","21737","W","EIGHT MILE",,"Commercial Inspection","Issue CofC","Issued","16/9/2022 00:00:00","22019029.016L","0101000020E61000006819FC3F7FD054C051D8EE3FAE384540"
"ANN2004-00172","22311","W","EIGHT MILE","","Commercial Inspection","Issue CofC","Issued","31/10/2019 00:00:00","22019030.005","0101000020E610000052BF452BC2D054C0B15803B4A5384540"
"ANN2004-00173","22401","W","EIGHT MILE","","Commercial Inspection","Issue CofC","Issued","1/7/2019 00:00:00","22019031.003","0101000020E610000072D880E7F7D054C0DE745141AF384540"
"ANN2004-00181","3000",,"CHRYSLER",,"Commercial Inspection","Issue CofC","Issued","21/6/2022 00:00:00","05001129-60","0101000020E61000006D9E85E5E3C254C00927BD179E2C4540"
"ANN2004-00182","21613","W","EIGHT MILE",,"Commercial Inspection","Issue CofC","Issued","17/3/2022 00:00:00","22019029.014","0101000020E6100000886A33B46FD054C09BCF8B5CB6384540"
"ANN2004-00188","20141","W","EIGHT MILE","","Commercial Inspection","Issue CofC","Issued","27/2/2020 00:00:00","22019010-1","0101000020E6100000B0CC400073CF54C096AEBC31C0384540"
"ANN2004-00199","3930",,"CASS",,"Commercial Inspection","Issue CofC","Issued","9/5/2022 00:00:00","02002094.","0101000020E6100000C114C99AFCC354C0B8BF19B9A92C4540"
"ANN2004-00209","22645","W","EIGHT MILE","","Commercial Inspection","Issue CofC","Issued","4/10/2021 00:00:00","22019031.007","0101000020E6100000095A474F1FD154C09F129BA6AC384540"
"ANN2004-00210","17040","E","EIGHT MILE",,"Commercial Inspection","Issue CofC","Issued","8/3/2022 00:00:00","21056989-7003","0101000020E6100000D52A669349BC54C0858C545D98394540"
"ANN2004-00211","16550","","TELEGRAPH","","Commercial Inspection","Issue CofC","Issued","3/7/2019 00:00:00","22122505-10","0101000020E610000030EF7951B0D154C075594C1D87344540"
"ANN2004-00219","5925","","CANIFF","","Commercial Inspection","Issue CofC","Issued","10/1/2019 00:00:00","13005458.004","0101000020E6100000B2B17D38B2C254C03D2B0A740F344540"
"ANN2004-00220","20520","","Mound","","Commercial Inspection","Issue CofC","Issued","29/7/2021 00:00:00","13012924.","0101000020E6100000DE1C825BC7C254C0DE107DE626394540"
"ANN2004-00225","3475",,"CASS",,"Commercial Inspection","Issue CofC","Issued","13/9/2022 00:00:00","02002243.","0101000020E6100000D27DA2B2E7C354C0865E32F52C2C4540"
"ANN2004-00233","4700","","CONNER","","Commercial Inspection","Issue CofC","Issued","28/8/2019 00:00:00","21046171-85","0101000020E6100000F5981E7A37BE54C0CE6D20AFAE314540"
"ANN2004-00235","20201","W","SEVEN MILE","","Commercial Inspection","Issue CofC","Issued","25/6/2019 00:00:00","22016541-5","0101000020E6100000564BE8FC6DCF54C01EAA8A8FF1364540"
"ANN2004-00239","15525","","CHICAGO","","Commercial Inspection","Issue CofC","Issued","15/5/2019 00:00:00","22003659-69","0101000020E6100000D298E394A8CC54C0499D2C04BB2E4540"
"ANN2004-00242","10534",,"CHICAGO",,"Commercial Inspection","Issue CofC","Issued","23/5/2022 00:00:00","18005613.","0101000020E610000069ADB83C90CA54C0E4019E05E12E4540"
"ANN2004-00243","3003","W","VERNOR",,"Commercial Inspection","Issue CofC","Issued","13/4/2022 00:00:00","12007713-4","0101000020E6100000094658F846C554C09871D80FA5294540"
"ANN2004-00248","2669","W","VERNOR",,"Commercial Inspection","Issue CofC","Issued","9/3/2022 00:00:00","10000211.","0101000020E61000009141B94D1FC554C063974BB1C4294540"
"ANN2004-00258","20230","W","SEVEN MILE","","Commercial Inspection","Issue CofC","Issued","30/3/2021 00:00:00","22016922.002","0101000020E6100000AE58F57F6FCF54C04669EFDFFE364540"
"ANN2004-00263","20231","","SEVEN MILE","","Commercial Inspection","Issue CofC","Issued","19/4/2021 00:00:00","22016548-52","0101000020E61000009A07263174CF54C03E242AA9F0364540"
"ANN2004-00283","1366","W","FORT","","Commercial Inspection","Issue CofC","Issued","2/7/2019 00:00:00","06000017.001","0101000020E610000063F70D0AE1C354C05666E564A5294540"
"ANN2004-00285","19439","","JOY ROAD","","Commercial Inspection","Issue CofC","Issued","11/8/2021 00:00:00","22002452-60","0101000020E6100000E3F861F9D7CE54C046164B01BC2D4540"
"ANN2004-00287","22231","","GRAND RIVER","","Commercial Inspection","Issue CofC","Issued","14/12/2021 00:00:00","22007492-3","0101000020E6100000A68D2ACEACD054C0F391DA6262354540"
"ANN2004-00292","13348","W","MCNICHOLS","","Commercial Inspection","Issue CofC","Issued","22/7/2020 00:00:00","22014111.","0101000020E61000002794E78558CB54C06E5B7F715B354540"
"ANN2004-00293","8600","","DIX","","Commercial Inspection","Issue CofC","Issued","27/10/2021 00:00:00","20004387.","0101000020E61000002910AF20BEC854C078EB5FEC61284540"
"ANN2004-00300","20600","W","SEVEN MILE","","Commercial Inspection","Issue CofC","Issued","18/10/2021 00:00:00","22016904-6","0101000020E610000068ABE637B4CF54C0F257AF1600374540"
"ANN2004-00303","20545","W","SEVEN MILE",,"Commercial Inspection","Issue CofC","Issued","6/1/2022 00:00:00","22016576-82","0101000020E61000007F1148C9ACCF54C05796D894EC364540"
"ANN2004-00304","7023","","CHATFIELD","","Commercial Inspection","Issue CofC","Issued","27/8/2019 00:00:00","18000785.","0101000020E61000004EC7ADF361C754C0C9A07EF58C274540"
"ANN2004-00309","1509","","BROADWAY","","Commercial Inspection","Issue CofC","Issued","28/1/2020 00:00:00","01004023.","0101000020E61000006BF5EEE11CC354C0DB53B60AF82A4540"
"ANN2004-00320","22595","W","EIGHT MILE","","Commercial Inspection","Issue CofC","Issued","19/11/2021 00:00:00","22019031.006","0101000020E6100000953B92610ED154C08D6500BEAC384540"
"ANN2004-00332","8417",,"GRATIOT",,"Commercial Inspection","Issue CofC","Issued","16/2/2022 00:00:00","17000720.","0101000020E6100000BA06A183C9C054C05C01B12D06314540"
"ANN2004-00333","21745","W","EIGHT MILE","","Commercial Inspection","Issue CofC","Issued","15/7/2021 00:00:00","22019029.016L","0101000020E6100000A2D563AE81D054C058D8404CAD384540"
"ANN2004-00336","14701","W","SEVEN MILE","","Commercial Inspection","Issue CofC","Issued","13/9/2021 00:00:00","22016079-86","0101000020E61000009738C5E040CC54C0B75237E717374540"
"ANN2004-00345","24444","W","SEVEN MILE",,"Commercial Inspection","Issue CofC","Issued","30/6/2022 00:00:00","22016778-9","0101000020E61000006F65EF9618D254C03768AA3CEA364540"
"ANN2004-00350","20823","W","SEVEN MILE","","Commercial Inspection","Issue CofC","Issued","27/8/2021 00:00:00","22016607-8","0101000020E61000002B8774D2DDCF54C02C21A8E9EA364540"
"ANN2004-00373","19590","","WOODWARD","","Commercial Inspection","Issue CofC","Issued","16/7/2020 00:00:00","01009830.","0101000020E6100000A461BCB480C754C0A4767004DD374540"
"ANN2004-00378","14340",,"GRATIOT aka 14300 Gratiot",,"Commercial Inspection","Issue CofC","Issued","16/6/2022 00:00:00","21028565-7","0101000020E6100000C4642DAC7DBE54C0E025A871BF374540"
"ANN2004-00384","5041","E","SEVEN MILE","","Commercial Inspection","Issue CofC","Issued","27/11/2019 00:00:00","13008547-52","0101000020E6100000657E66C266C354C0A2B5E8AA81374540"
"ANN2004-00397","5207","E","SEVEN MILE","","Commercial Inspection","Issue CofC","Issued","14/12/2020 00:00:00","13008567-70","0101000020E6100000473E408847C354C03FD9E3897F374540"
"ANN2004-00399","80","E","SEVEN MILE","","Commercial Inspection","Issue CofC","Issued","8/5/2019 00:00:00","01006915.","0101000020E6100000FC67E2AA81C654C0995631F34B374540"
"ANN2004-00401","100","W","SEVEN MILE","","Commercial Inspection","Issue CofC","Issued","1/2/2021 00:00:00","01007074-8","0101000020E61000000DDDA7DDACC654C08694CE905B374540"
"ANN2004-00411","5153","E","SEVEN MILE","","Commercial Inspection","Issue CofC","Issued","15/10/2019 00:00:00","13008565-6","0101000020E6100000639E2EB94DC354C0746EE70381374540"
"ANN2004-00416","2715","W","WARREN","","Commercial Inspection","Issue CofC","Issued","19/10/2021 00:00:00","10000624.","0101000020E6100000FD4E4BF2E9C554C038B4257C752C4540"
"ANN2004-00433","5641","E","SEVEN MILE",,"Commercial Inspection","Issue CofC","Issued","25/8/2022 00:00:00","13008614-20","0101000020E610000004240EAAF6C254C0646BF11D87374540"
"ANN2004-00448","10341","WEST","MCNICHOLS",,"Commercial Inspection","Issue CofC","Issued","15/9/2022 00:00:00","16008026-7","0101000020E6100000A3FC6BA385CA54C0A39BB2DC52354540"
"ANN2004-00452","10641","","MCNICHOLS","","Commercial Inspection","Issue CofC","Issued","4/10/2021 00:00:00","16008053-4","0101000020E61000006C890863BCCA54C09A21E5134F354540"
"ANN2004-00457","5940","E","SEVEN MILE",,"Commercial Inspection","Issue CofC","Issued","21/1/2022 00:00:00","13008132-7","0101000020E6100000E348C5ACBFC254C0264F9FB775374540"
"ANN2004-00459","6003","E","Seven Mile",,"Commercial Inspection","Issue CofC","Issued","7/1/2022 00:00:00","13008653-5","0101000020E6100000326D2477B7C254C0162FA6BE87374540"
"ANN2004-00469","14900","E","EIGHT MILE","","Commercial Inspection","Issue CofC","Issued","11/3/2020 00:00:00","21029216.","0101000020E6100000C7F784FFFDBD54C039F2E07587394540"
"ANN2004-00471","13000","W","MCNICHOLS",,"Commercial Inspection","Issue CofC","Issued","16/9/2022 00:00:00","22014144-6","0101000020E61000007CC495E21FCB54C050DD41C65B354540"
"ANN2004-00472","151","W","FORT","","Commercial Inspection","Issue CofC","Issued","9/12/2019 00:00:00","02000167.","0101000020E61000000C5F3B8814C354C0EE370088352A4540"
"ANN2004-00477","15000","W","SEVEN MILE","","Commercial Inspection","Issue CofC","Issued","17/7/2019 00:00:00","22017305-16","0101000020E61000000494AA576CCC54C0BB28499D27374540"
"ANN2004-00483","11500","","MCNICHOLS","","Commercial Inspection","Issue CofC","Issued","15/6/2021 00:00:00","17004130-45","0101000020E61000005F10E48B57C054C04019F509B9354540"
"ANN2004-00485","11505","E","MCNICHOLS","","Commercial Inspection","Issue CofC","Issued","30/7/2019 00:00:00","17004273.","0101000020E6100000AB37FC6651C054C0971BF5B4C7354540"
"ANN2004-00497","11622","E","MCNICHOLS","","Commercial Inspection","Issue CofC","Issued","12/11/2021 00:00:00","21020095-100","0101000020E61000000685344636C054C0A0817CB5BE354540"
"ANN2004-00502","125","W","EIGHT MILE",,"Commercial Inspection","Issue CofC","Issued","29/6/2022 00:00:00","09008300-6","0101000020E6100000B04A48DDB1C654C092354F9E2A394540"
"ANN2004-00507","6643","E","SEVEN MILE",,"Commercial Inspection","Issue CofC","Issued","12/9/2022 00:00:00","15004959-60","0101000020E61000000476B8DD32C254C0CEEA3C168F374540"
"ANN2004-00511","6701","E","SEVEN MILE","","Commercial Inspection","Issue CofC","Issued","2/10/2019 00:00:00","15004961-5","0101000020E6100000E071FCDB26C254C0E5409E2C91374540"
"ANN2004-00526","7433","","MICHIGAN","","Commercial Inspection","Issue CofC","Issued","27/6/2019 00:00:00","18002361.","0101000020E61000006213DF6DA5C854C04DD7A1C7582A4540"
"ANN2004-00534","2795","S","FORT","","Commercial Inspection","Issue CofC","Issued","27/10/2021 00:00:00","20015075-6","0101000020E6100000DB73F7884FCA54C04E7BA7F25D224540"
"ANN2004-00542","645","W","SEVEN MILE","","Commercial Inspection","Issue CofC","Issued","11/12/2019 00:00:00","01006989-91","0101000020E6100000B14617000DC754C042A3DEB94B374540"
"ANN2004-00547","3454","","BAGLEY","","Commercial Inspection","Issue CofC","Issued","1/2/2021 00:00:00","12000247-8","0101000020E6100000AD9E0C297BC554C0426328BD5F294540"
"ANN2004-00550","7800",,"MICHIGAN",,"Commercial Inspection","Issue CofC","Issued","25/3/2022 00:00:00","20004746.","0101000020E61000008C2944B6E4C854C02C1A79B76A2A4540"
"ANN2004-00551","2501","","CAMPBELL","","Commercial Inspection","Issue CofC","Issued","10/5/2021 00:00:00","16014305.","0101000020E6100000B9176C64E0C654C031E810832F294540"
"ANN2004-00565","3788",,"CENTRAL",,"Commercial Inspection","Issue CofC","Issued","7/9/2022 00:00:00","18009739.","0101000020E6100000CE157FF281C854C084E619C398294540"
"ANN2004-00570","8515","","CHICAGO","","Commercial Inspection","Issue CofC","Issued","20/6/2019 00:00:00","18005525-7","0101000020E6100000893BFBDFD7C954C0685E4DF4DB2E4540"
"ANN2004-00572","9041","","CHALMERS","","Commercial Inspection","Issue CofC","Issued","20/10/2021 00:00:00","21055909.","0101000020E61000007CD12937C5BD54C0E3CD6EF3D8334540"
"ANN2004-00599","15956",,"LIVERNOIS",,"Commercial Inspection","Issue CofC","Issued","10/6/2022 00:00:00","12005459-61","0101000020E610000005C3D3A9F5C854C083246AF772344540"
"ANN2004-00600","7245","E","SEVEN MILE","","Commercial Inspection","Issue CofC","Issued","15/2/2019 00:00:00","15005000-2","0101000020E6100000B998D2CCD9C154C0DF91369C93374540"
"ANN2004-00604","18439",,"CONANT",,"Commercial Inspection","Issue CofC","Issued","12/4/2022 00:00:00","09008672.","0101000020E6100000F9DF139080C454C0E459180AC0364540"
"ANN2004-00605","19196","","CONANT","","Commercial Inspection","Issue CofC","Issued","24/9/2019 00:00:00","13025164.","0101000020E61000000FADE69DC2C454C0B6FFA06797374540"
"ANN2004-00607","19458",,"CONANT",,"Commercial Inspection","Issue CofC","Issued","2/2/2022 00:00:00","13025211-6","0101000020E61000001367FE50EBC454C08689401807384540"
"ANN2004-00608","19900","","CONANT","","Commercial Inspection","Issue CofC","Issued","18/3/2021 00:00:00","13025249-53","0101000020E610000084B32D060EC554C03BA4A6336D384540"
