"record_id","street_num","street_dir","street_name","street_type","record_type","task","status","record_status_date","parcel_id","geom"
"ANN2004-04588","8151","","THADDEUS","","Commercial Inspection","Issue CofC","Issued","29/5/2019 00:00:00","20000621.","0101000020E6100000C530DA1076C754C0D47BC3B881254540"
"ANN2004-04603","1601","","WATERMAN","","Commercial Inspection","Issue CofC","Issued","29/6/2021 00:00:00","18008191.","0101000020E6100000197F7F7440C754C0EFBDE750CD274540"
"ANN2004-04607","1700","","WATERMAN","","Commercial Inspection","Issue CofC","Issued","6/4/2021 00:00:00","18008161.001","0101000020E6100000A8B6E7DD40C754C0E8C8A55CFB274540"
"ANN2004-04623","13469","","CONANT","","Commercial Inspection","Issue CofC","Issued","2/2/2021 00:00:00","09008808.","0101000020E610000023AB1C79F9C354C022C9FB783E354540"
"ANN2004-04627","13800","","CONANT","","Commercial Inspection","Issue CofC","Issued","21/4/2021 00:00:00","13024967-73","0101000020E61000001BF6257E05C454C058EA0EDA81354540"
"ANN2004-04632","4515","E","DAVISON",,"Commercial Inspection","Issue CofC","Issued","10/2/2022 00:00:00","13007566.","0101000020E610000054F20E1FA5C354C08C1183FD70354540"
"ANN2004-04646","3600","","CENTRAL","","Commercial Inspection","Issue CofC","Issued","7/7/2021 00:00:00","18009732.","0101000020E6100000247E8AE36BC854C0B7ECB36457294540"
"ANN2004-04658","3755","","CENTRAL","","Commercial Inspection","Issue CofC","Issued","6/2/2019 00:00:00","20009457.007L","0101000020E61000008FA6BCF6BFC854C0B01067F64A294540"
"ANN2004-04662","4119","E","DAVISON","","Commercial Inspection","Issue CofC","Issued","11/1/2019 00:00:00","13007539-45","0101000020E610000038228C1FDDC354C085B1780549354540"
"ANN2004-04686","4616",,"Davison","St","Commercial Inspection","Issue CofC","Issued","9/8/2022 00:00:00","13007500-4","0101000020E6100000681D5AE090C354C0F225E6A56E354540"
"ANN2004-04730","19226",,"JOY ROAD",,"Commercial Inspection","Issue CofC","Issued","22/7/2022 00:00:00","22002795.","0101000020E61000007811A6B0ADCE54C0BD172562D02D4540"
"ANN2004-04742","5210","E","EIGHT MILE",,"Commercial Inspection","Issue CofC","Issued","20/6/2022 00:00:00","13009089-92","0101000020E6100000123C928D4CC354C04A650EDF40394540"
"ANN2004-04751","10736","E","JEFFERSON","","Commercial Inspection","Issue CofC","Issued","16/11/2021 00:00:00","21000474-7","0101000020E6100000B2813EE66EBE54C0B5721FF09B2E4540"
"ANN2004-04754","18301","","JOHN R","","Commercial Inspection","Issue CofC","Issued","14/4/2021 00:00:00","01008950-1","0101000020E6100000D894E6B18CC654C01C02F92191364540"
"ANN2004-04757","18440","","JOHN R","","Commercial Inspection","Issue CofC","Issued","31/8/2021 00:00:00","01008890.","0101000020E6100000D235F27785C654C0228A76D7B6364540"
"ANN2004-04778","9100",,"JOHN KRONK",,"Commercial Inspection","Issue CofC","Issued","10/3/2022 00:00:00","20009457.002","0101000020E6100000D2D1E12051C954C068E4220301294540"
"ANN2004-04800","13800","","CHICAGO","","Commercial Inspection","Issue CofC","Issued","1/12/2021 00:00:00","22004643-8","0101000020E6100000A1FE51A28DCB54C0D77ED5D4D92E4540"
"ANN2004-04810","20222",,"JOHN R",,"Commercial Inspection","Issue CofC","Issued","5/5/2022 00:00:00","09024486-92","0101000020E6100000613CD4898EC654C0E4E546E1D1384540"
"ANN2004-04811","20237",,"JOHN R",,"Commercial Inspection","Issue CofC","Issued","2/9/2022 00:00:00","09024573-6","0101000020E6100000318A81B397C654C01CE36AB5D6384540"
"ANN2004-04818","15686","","JOY RD","","Commercial Inspection","Issue CofC","Issued","28/5/2019 00:00:00","22003044.004","0101000020E61000001318FDD0C0CC54C0F4CB88C6FB2D4540"
"ANN2004-04848","15801",,"PLYMOUTH",,"Commercial Inspection","Issue CofC","Issued","23/3/2022 00:00:00","22005106-11","0101000020E61000008A6E80E1E8CC54C0E5DEF1C0A52F4540"
"ANN2004-04897","22200","","FENKELL","","Commercial Inspection","Issue CofC","Issued","24/3/2021 00:00:00","22011221-2","0101000020E610000007FE22939BD054C044EC79AE41334540"
"ANN2004-04899","19730",,"RALSTON",,"Commercial Inspection","Issue CofC","Issued","18/8/2022 00:00:00","01007805.","0101000020E61000007A1268327AC754C0DF13634417384540"
"ANN2004-04929","13240",,"WOODROW WILSON",,"Commercial Inspection","Issue CofC","Issued","16/6/2022 00:00:00","06006214-7","0101000020E610000095E4EA1A0CC754C0D357EB51C1324540"
"ANN2004-04932","14035",,"WOODROW WILSON",,"Commercial Inspection","Issue CofC","Issued","31/5/2022 00:00:00","06006267.","0101000020E610000078757C274FC754C069969D9A5A334540"
"ANN2004-04973","17100","","WOODWARD","","Commercial Inspection","Issue CofC","Issued","22/3/2021 00:00:00","01009680-1","0101000020E6100000661571C5B3C654C03C6A48A77F354540"
"ANN2004-04994","17800","","WOODWARD","","Commercial Inspection","Issue CofC","Issued","17/1/2020 00:00:00","01009726.","0101000020E6100000F01E00FAE4C654C054BB2C5F07364540"
"ANN2004-04996","13224",,"JOY ROAD",,"Commercial Inspection","Issue CofC","Issued","20/6/2022 00:00:00","22003201-2","0101000020E6100000B7812FC928CB54C043FC5A48EF2D4540"
"ANN2004-05001","7741","W","GRAND RIVER","","Commercial Inspection","Issue CofC","Issued","16/1/2020 00:00:00","14001558.","0101000020E61000009D515F7366C754C04F748EFAF52D4540"
"ANN2004-05003","5403","W","VERNOR","","Commercial Inspection","Issue CofC","Issued","28/8/2019 00:00:00","16000662.","0101000020E6100000ED2F345A71C654C09C71FC7FB6284540"
"ANN2004-05012","8670","W","GRAND RIVER",,"Commercial Inspection","Issue CofC","Issued","22/2/2022 00:00:00","14001608.","0101000020E6100000D315F422E9C754C027FB563F722E4540"
"ANN2004-05019","17950","","WOODWARD","","Commercial Inspection","Issue CofC","Issued","5/11/2021 00:00:00","01009737-9","0101000020E6100000851337D8F3C654C0CC86103734364540"
"ANN2004-05042","12901",,"JOS CAMPAU",,"Commercial Inspection","Issue CofC","Issued","2/2/2022 00:00:00","09011682-5","0101000020E6100000B60002F946C454C040BB26786C344540"
"ANN2004-05043","13000","","JOS CAMPAU","","Commercial Inspection","Issue CofC","Issued","15/2/2021 00:00:00",,
"ANN2004-05045","13040",,"JOS CAMPAU",,"Commercial Inspection","Issue CofC","Issued","4/5/2022 00:00:00","09011265-8","0101000020E6100000F3FAC8244AC454C07530F87C99344540"
"ANN2004-05047","13133",,"JOS CAMPAU",,"Commercial Inspection","Issue CofC","Issued","17/6/2022 00:00:00","09011668-74","0101000020E61000007C2B479C56C454C04CE459299D344540"
"ANN2004-05054","13832",,"JOS CAMPAU",,"Commercial Inspection","Issue CofC","Issued","27/4/2022 00:00:00",,
"ANN2004-05077","4242","W","VERNOR","","Commercial Inspection","Issue CofC","Issued","15/1/2019 00:00:00","14000362-4","0101000020E61000004A7B97A912C654C0273CEC1B13294540"
"ANN2004-05083","1740","E","McNichols",,"Commercial Inspection","Issue CofC","Issued","13/9/2022 00:00:00","09006631.","0101000020E61000002AF2001A6CC554C09B1E009F7B354540"
"ANN2004-05087","21355","W","SEVEN MILE","","Commercial Inspection","Issue CofC","Issued","24/1/2020 00:00:00","22016633-5","0101000020E6100000AD090E4131D054C0FD54E8F5E6364540"
"ANN2004-05093","2501","E","MCNICHOLS","","Commercial Inspection","Issue CofC","Issued","12/8/2019 00:00:00","09006724-31","0101000020E6100000F1753B08ECC454C0DC57E10B9B354540"
"ANN2004-05100","2134",,"SPRINGWELLS",,"Commercial Inspection","Issue CofC","Issued","8/8/2022 00:00:00","20005183.","0101000020E61000001B38819A16C854C0BFE90E1BC7274540"
"ANN2004-05111","11311","","MOUND","","Commercial Inspection","Issue CofC","Issued","3/4/2019 00:00:00","13005458.002","0101000020E6100000B74C08EBC5C254C0B7BE9AE308344540"
"ANN2004-05127","16958","E","WARREN",,"Commercial Inspection","Issue CofC","Issued","26/5/2022 00:00:00","21002271.","0101000020E6100000BA486D3893BB54C0B81710C6E5334540"
"ANN2004-05142","4844","E","SEVEN MILE","","Commercial Inspection","Issue CofC","Issued","24/9/2019 00:00:00","13008241-3","0101000020E61000006E23AFD87CC354C02FFE925F71374540"
"ANN2004-05150","23700","W","SEVEN MILE","","Commercial Inspection","Issue CofC","Issued","10/11/2020 00:00:00","22016805.002","0101000020E6100000BFE3645492D154C047023F84F4364540"
"ANN2004-05154","14168","","WYOMING","","Commercial Inspection","Issue CofC","Issued","28/4/2021 00:00:00","16037365.","0101000020E61000007647842A2BCA54C0D5DF4C3A15324540"
"ANN2004-05158","12619","","KERCHEVAL","","Commercial Inspection","Issue CofC","Issued","18/6/2021 00:00:00",,
"ANN2004-05160","4210","E","EIGHT MILE",,"Commercial Inspection","Issue CofC","Issued","8/7/2022 00:00:00","13009118-27","0101000020E61000003DC2569000C454C0EE53A0C435394540"
"ANN2004-05162","23849","W","SEVEN MILE","","Commercial Inspection","Issue CofC","Issued","10/11/2020 00:00:00","22016689-90","0101000020E61000003ED9E6EEB1D154C04CE74D1AE0364540"
"ANN2004-05171","2415","E","SEVEN MILE","","Commercial Inspection","Issue CofC","Issued","19/11/2021 00:00:00","09007782-90","0101000020E61000007793F83FF4C454C0B802F57F71374540"
"ANN2004-05185","16400",,"PLYMOUTH",,"Commercial Inspection","Issue CofC","Issued","30/3/2022 00:00:00","22005867-8","0101000020E6100000553A389B48CD54C07B38AEF1B42F4540"
"ANN2004-05193","16829",,"PLYMOUTH",,"Commercial Inspection","Issue CofC","Issued","2/4/2022 00:00:00","22005202-7","0101000020E6100000EBE448B189CD54C02D31AC71A02F4540"
"ANN2004-05198","21576","W","GRAND RIVER",,"Commercial Inspection","Issue CofC","Issued","26/6/2022 00:00:00","22007837.","0101000020E61000001D40388B50D054C0FEC9182C35354540"
"ANN2004-05207","18250",,"PLYMOUTH",,"Commercial Inspection","Issue CofC","Issued","12/8/2022 00:00:00","22005760-5","0101000020E6100000CD2D708803CE54C03551BD33AF2F4540"
"ANN2004-05217","16390","E","WARREN","","Commercial Inspection","Issue CofC","Issued","14/10/2019 00:00:00","21002328.","0101000020E61000005A51711F06BC54C0198430098F334540"
"ANN2004-05221","7810","","SOUTHFIELD","","Commercial Inspection","Issue CofC","Issued","5/12/2021 00:00:00","22072819-20","0101000020E610000086E0CC06D0CD54C0111844EBC42C4540"
"ANN2004-05222","7824","","SOUTHFIELD","","Commercial Inspection","Issue CofC","Issued","26/9/2019 00:00:00","22072821.","0101000020E610000039E85F33D0CD54C09B549EB7C82C4540"
"ANN2004-05226","8850","","SOUTHFIELD","","Commercial Inspection","Issue CofC","Issued","3/4/2019 00:00:00",,"0101000020E6100000C047FE3FD2CD54C0C027FBDFF82D4540"
"ANN2004-05229","1400","","PORTER","","Commercial Inspection","Issue CofC","Issued","11/7/2019 00:00:00","06000224-5","0101000020E61000001B3FE6FA0DC454C065F69AFE0C2A4540"
"ANN2004-05255","2940","E","EIGHT MILE",,"Commercial Inspection","Issue CofC","Issued","26/1/2022 00:00:00","13009221-4","0101000020E6100000B6D086DEAEC454C004F0E95832394540"
"ANN2004-05269","1141","","CLAY","","Commercial Inspection","Issue CofC","Issued","24/11/2020 00:00:00","05002610-8","0101000020E61000000492F02C16C454C069B6C2CD6B304540"
"ANN2004-05278","17300","","CONANT","","Commercial Inspection","Issue CofC","Issued","9/11/2020 00:00:00","13025004-10","0101000020E6100000A1715BFA26C454C09D086FFCE5354540"
